Year,Month,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
January,2015,4,PM2.5,San Francisco Arkansas St,38,ug/m3,Daily average
January,2015,5,PM2.5,San Francisco Arkansas St,34,ug/m3,Daily average
January,2015,6,PM2.5,San Francisco Arkansas St,46,ug/m3,Daily average
January,2015,7,PM2.5,San Francisco Arkansas St,32,ug/m3,Daily average
January,2015,8,PM2.5,San Francisco Arkansas St,55,ug/m3,Daily average
January,2015,9,PM2.5,San Francisco Arkansas St,39,ug/m3,Daily average
January,2015,10,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
January,2015,11,PM2.5,San Francisco Arkansas St,26,ug/m3,Daily average
January,2015,12,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
January,2015,13,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
January,2015,14,PM2.5,San Francisco Arkansas St,44,ug/m3,Daily average
January,2015,15,PM2.5,San Francisco Arkansas St,48,ug/m3,Daily average
January,2015,16,PM2.5,San Francisco Arkansas St,41,ug/m3,Daily average
January,2015,17,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
January,2015,18,PM2.5,San Francisco Arkansas St,33,ug/m3,Daily average
January,2015,19,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
January,2015,20,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
January,2015,21,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
January,2015,22,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
January,2015,23,PM2.5,San Francisco Arkansas St,38,ug/m3,Daily average
January,2015,24,PM2.5,San Francisco Arkansas St,32,ug/m3,Daily average
January,2015,25,PM2.5,San Francisco Arkansas St,33,ug/m3,Daily average
January,2015,26,PM2.5,San Francisco Arkansas St,29,ug/m3,Daily average
January,2015,27,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
January,2015,28,PM2.5,San Francisco Arkansas St,146,ug/m3,Daily average
January,2015,29,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
January,2015,30,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
January,2015,31,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
February,2015,1,PM2.5,San Francisco Arkansas St,33,ug/m3,Daily average
February,2015,2,PM2.5,San Francisco Arkansas St,37,ug/m3,Daily average
February,2015,3,PM2.5,San Francisco Arkansas St,27,ug/m3,Daily average
February,2015,4,PM2.5,San Francisco Arkansas St,56,ug/m3,Daily average
February,2015,5,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
February,2015,6,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
February,2015,7,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
February,2015,8,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
February,2015,9,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
February,2015,10,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
February,2015,11,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
February,2015,12,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
February,2015,13,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
February,2015,14,PM2.5,San Francisco Arkansas St,27,ug/m3,Daily average
February,2015,15,PM2.5,San Francisco Arkansas St,34,ug/m3,Daily average
February,2015,16,PM2.5,San Francisco Arkansas St,27,ug/m3,Daily average
February,2015,17,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
February,2015,18,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
February,2015,19,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
February,2015,20,PM2.5,San Francisco Arkansas St,27,ug/m3,Daily average
February,2015,21,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
February,2015,22,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
February,2015,23,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
February,2015,24,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
February,2015,25,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
February,2015,26,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
February,2015,27,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
February,2015,28,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
March,2015,1,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
March,2015,2,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
March,2015,3,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
March,2015,4,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
March,2015,5,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
March,2015,6,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
March,2015,7,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
March,2015,8,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
March,2015,9,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
March,2015,10,PM2.5,San Francisco Arkansas St,34,ug/m3,Daily average
March,2015,11,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
March,2015,12,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
March,2015,13,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
March,2015,14,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
March,2015,15,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
March,2015,16,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
March,2015,17,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
March,2015,18,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
March,2015,19,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
March,2015,20,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
March,2015,21,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
March,2015,22,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
March,2015,23,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
March,2015,24,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
March,2015,25,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
March,2015,26,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
March,2015,27,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
March,2015,28,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
March,2015,29,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
March,2015,30,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
March,2015,31,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
April,2015,1,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
April,2015,2,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
April,2015,3,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
April,2015,4,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
April,2015,5,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
April,2015,6,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
April,2015,7,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
April,2015,8,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
April,2015,9,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
April,2015,10,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
April,2015,11,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
April,2015,12,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
April,2015,13,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
April,2015,14,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
April,2015,15,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
April,2015,16,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
April,2015,17,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
April,2015,18,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
April,2015,19,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
April,2015,20,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
April,2015,21,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
April,2015,22,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
April,2015,23,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
April,2015,24,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
April,2015,25,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
April,2015,26,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
April,2015,27,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
April,2015,28,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
April,2015,29,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
April,2015,30,PM2.5,San Francisco Arkansas St,26,ug/m3,Daily average
May,2015,1,PM2.5,San Francisco Arkansas St,29,ug/m3,Daily average
May,2015,2,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
May,2015,3,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
May,2015,4,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
May,2015,5,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
May,2015,6,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
May,2015,7,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
May,2015,8,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
May,2015,9,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
May,2015,10,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
May,2015,11,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
May,2015,12,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
May,2015,13,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
May,2015,14,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
May,2015,15,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
May,2015,16,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
May,2015,17,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
May,2015,18,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
May,2015,19,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
May,2015,20,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
May,2015,21,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
May,2015,22,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
May,2015,23,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
May,2015,24,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
May,2015,25,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
May,2015,26,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
May,2015,27,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
May,2015,28,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
May,2015,29,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
May,2015,30,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
May,2015,31,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
June,2015,1,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
June,2015,2,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
June,2015,3,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
June,2015,4,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
June,2015,5,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
June,2015,6,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
June,2015,7,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
June,2015,8,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
June,2015,9,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
June,2015,10,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
June,2015,11,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
June,2015,12,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
June,2015,13,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
June,2015,14,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
June,2015,15,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
June,2015,16,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
June,2015,17,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
June,2015,18,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
June,2015,19,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
June,2015,20,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
June,2015,21,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
June,2015,22,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
June,2015,23,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
June,2015,24,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
June,2015,25,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
June,2015,26,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
June,2015,27,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
June,2015,28,PM2.5,San Francisco Arkansas St,0,ug/m3,Daily average
June,2015,29,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
June,2015,30,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
July,2015,1,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
July,2015,2,PM2.5,San Francisco Arkansas St,5,ug/m3,Daily average
July,2015,3,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
July,2015,4,PM2.5,San Francisco Arkansas St,2,ug/m3,Daily average
July,2015,5,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
July,2015,6,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
July,2015,7,PM2.5,San Francisco Arkansas St,5,ug/m3,Daily average
July,2015,8,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
July,2015,9,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
July,2015,10,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
July,2015,11,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
July,2015,12,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
July,2015,13,PM2.5,San Francisco Arkansas St,4,ug/m3,Daily average
July,2015,14,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
July,2015,15,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
July,2015,16,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
July,2015,17,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
July,2015,18,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
July,2015,19,PM2.5,San Francisco Arkansas St,4,ug/m3,Daily average
July,2015,20,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
July,2015,21,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
July,2015,22,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
July,2015,23,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
July,2015,24,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
July,2015,25,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
July,2015,26,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
July,2015,27,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
July,2015,28,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
July,2015,29,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
July,2015,30,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
July,2015,31,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
August,2015,1,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
August,2015,2,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
August,2015,3,PM2.5,San Francisco Arkansas St,5,ug/m3,Daily average
August,2015,4,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
August,2015,5,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
August,2015,6,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
August,2015,7,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
August,2015,8,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
August,2015,9,PM2.5,San Francisco Arkansas St,4,ug/m3,Daily average
August,2015,10,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
August,2015,11,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
August,2015,12,PM2.5,San Francisco Arkansas St,5,ug/m3,Daily average
August,2015,13,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
August,2015,14,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
August,2015,15,PM2.5,San Francisco Arkansas St,47,ug/m3,Daily average
August,2015,16,PM2.5,San Francisco Arkansas St,49,ug/m3,Daily average
August,2015,17,PM2.5,San Francisco Arkansas St,31,ug/m3,Daily average
August,2015,18,PM2.5,San Francisco Arkansas St,26,ug/m3,Daily average
August,2015,19,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
August,2015,20,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
August,2015,21,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
August,2015,22,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
August,2015,23,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
August,2015,24,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
August,2015,25,PM2.5,San Francisco Arkansas St,26,ug/m3,Daily average
August,2015,26,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
August,2015,27,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
August,2015,28,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
August,2015,29,PM2.5,San Francisco Arkansas St,2,ug/m3,Daily average
August,2015,30,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
August,2015,31,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
September,2015,1,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
September,2015,2,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
September,2015,3,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
September,2015,4,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
September,2015,5,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
September,2015,6,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
September,2015,7,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
September,2015,8,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
September,2015,9,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
September,2015,10,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
September,2015,11,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
September,2015,12,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
September,2015,13,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
September,2015,14,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
September,2015,15,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
September,2015,16,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
September,2015,17,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
September,2015,18,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
September,2015,19,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
September,2015,20,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
September,2015,21,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
September,2015,22,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
September,2015,23,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
September,2015,24,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
September,2015,25,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
September,2015,26,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
September,2015,27,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
September,2015,28,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
September,2015,29,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
September,2015,30,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
October,2015,1,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
October,2015,2,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
October,2015,3,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
October,2015,4,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
October,2015,5,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
October,2015,6,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
October,2015,7,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
October,2015,8,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
October,2015,9,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
October,2015,10,PM2.5,San Francisco Arkansas St,3,ug/m3,Daily average
October,2015,11,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
October,2015,12,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
October,2015,13,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
October,2015,14,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
October,2015,15,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
October,2015,16,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
October,2015,17,PM2.5,San Francisco Arkansas St,4,ug/m3,Daily average
October,2015,18,PM2.5,San Francisco Arkansas St,4,ug/m3,Daily average
October,2015,19,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
October,2015,20,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
October,2015,21,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
October,2015,22,PM2.5,San Francisco Arkansas St,42,ug/m3,Daily average
October,2015,23,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
October,2015,24,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
October,2015,25,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
October,2015,26,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
October,2015,27,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
October,2015,28,PM2.5,San Francisco Arkansas St,6,ug/m3,Daily average
October,2015,29,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
October,2015,30,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
October,2015,31,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
November,2015,1,PM2.5,San Francisco Arkansas St,2,ug/m3,Daily average
November,2015,2,PM2.5,San Francisco Arkansas St,2,ug/m3,Daily average
November,2015,3,PM2.5,San Francisco Arkansas St,1,ug/m3,Daily average
November,2015,4,PM2.5,San Francisco Arkansas St,,ug/m3,Daily average
November,2015,5,PM2.5,San Francisco Arkansas St,,ug/m3,Daily average
November,2015,6,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
November,2015,7,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
November,2015,8,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
November,2015,9,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
November,2015,10,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
November,2015,11,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
November,2015,12,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
November,2015,13,PM2.5,San Francisco Arkansas St,34,ug/m3,Daily average
November,2015,14,PM2.5,San Francisco Arkansas St,34,ug/m3,Daily average
November,2015,15,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
November,2015,16,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
November,2015,17,PM2.5,San Francisco Arkansas St,10,ug/m3,Daily average
November,2015,18,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
November,2015,19,PM2.5,San Francisco Arkansas St,27,ug/m3,Daily average
November,2015,20,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
November,2015,21,PM2.5,San Francisco Arkansas St,28,ug/m3,Daily average
November,2015,22,PM2.5,San Francisco Arkansas St,30,ug/m3,Daily average
November,2015,23,PM2.5,San Francisco Arkansas St,30,ug/m3,Daily average
November,2015,24,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
November,2015,25,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
November,2015,26,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
November,2015,27,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
November,2015,28,PM2.5,San Francisco Arkansas St,12,ug/m3,Daily average
November,2015,29,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
November,2015,30,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
December,2015,1,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
December,2015,2,PM2.5,San Francisco Arkansas St,36,ug/m3,Daily average
December,2015,3,PM2.5,San Francisco Arkansas St,37,ug/m3,Daily average
December,2015,4,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
December,2015,5,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
December,2015,6,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
December,2015,7,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
December,2015,8,PM2.5,San Francisco Arkansas St,24,ug/m3,Daily average
December,2015,9,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
December,2015,10,PM2.5,San Francisco Arkansas St,18,ug/m3,Daily average
December,2015,11,PM2.5,San Francisco Arkansas St,14,ug/m3,Daily average
December,2015,12,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
December,2015,13,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
December,2015,14,PM2.5,San Francisco Arkansas St,9,ug/m3,Daily average
December,2015,15,PM2.5,San Francisco Arkansas St,17,ug/m3,Daily average
December,2015,16,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
December,2015,17,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
December,2015,18,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
December,2015,19,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
December,2015,20,PM2.5,San Francisco Arkansas St,13,ug/m3,Daily average
December,2015,21,PM2.5,San Francisco Arkansas St,7,ug/m3,Daily average
December,2015,22,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
December,2015,23,PM2.5,San Francisco Arkansas St,15,ug/m3,Daily average
December,2015,24,PM2.5,San Francisco Arkansas St,8,ug/m3,Daily average
December,2015,25,PM2.5,San Francisco Arkansas St,11,ug/m3,Daily average
December,2015,26,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
December,2015,27,PM2.5,San Francisco Arkansas St,20,ug/m3,Daily average
December,2015,28,PM2.5,San Francisco Arkansas St,23,ug/m3,Daily average
December,2015,29,PM2.5,San Francisco Arkansas St,21,ug/m3,Daily average
December,2015,30,PM2.5,San Francisco Arkansas St,22,ug/m3,Daily average
December,2015,31,PM2.5,San Francisco Arkansas St,25,ug/m3,Daily average
January,2016,1,PM2.5,San Francisco Arkansas St,108,ug/m3,Daily average
January,2016,2,PM2.5,San Francisco Arkansas St,19,ug/m3,Daily average
January,2016,3,PM2.5,San Francisco Arkansas St,32,ug/m3,Daily average
January,2016,4,PM2.5,San Francisco Arkansas St,49,ug/m3,Daily average
January,2016,5,PM2.5,San Francisco Arkansas St,16,ug/m3,Daily average
