Month,Year,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
September,2013,16,PM2.5,Redwood City,13,ug/m3,Daily average
September,2013,17,PM2.5,Redwood City,14,ug/m3,Daily average
September,2013,18,PM2.5,Redwood City,14,ug/m3,Daily average
September,2013,19,PM2.5,Redwood City,20,ug/m3,Daily average
September,2013,20,PM2.5,Redwood City,12,ug/m3,Daily average
September,2013,21,PM2.5,Redwood City,9,ug/m3,Daily average
September,2013,22,PM2.5,Redwood City,9,ug/m3,Daily average
September,2013,23,PM2.5,Redwood City,16,ug/m3,Daily average
September,2013,24,PM2.5,Redwood City,11,ug/m3,Daily average
September,2013,25,PM2.5,Redwood City,9,ug/m3,Daily average
September,2013,26,PM2.5,Redwood City,12,ug/m3,Daily average
September,2013,27,PM2.5,Redwood City,21,ug/m3,Daily average
September,2013,28,PM2.5,Redwood City,16,ug/m3,Daily average
September,2013,29,PM2.5,Redwood City,8,ug/m3,Daily average
September,2013,30,PM2.5,Redwood City,19,ug/m3,Daily average
October,2013,1,PM2.5,Redwood City,22,ug/m3,Daily average
October,2013,2,PM2.5,Redwood City,26,ug/m3,Daily average
October,2013,3,PM2.5,Redwood City,12,ug/m3,Daily average
October,2013,4,PM2.5,Redwood City,9,ug/m3,Daily average
October,2013,5,PM2.5,Redwood City,10,ug/m3,Daily average
October,2013,6,PM2.5,Redwood City,19,ug/m3,Daily average
October,2013,7,PM2.5,Redwood City,17,ug/m3,Daily average
October,2013,8,PM2.5,Redwood City,,ug/m3,Daily average
October,2013,9,PM2.5,Redwood City,,ug/m3,Daily average
October,2013,10,PM2.5,Redwood City,,ug/m3,Daily average
October,2013,11,PM2.5,Redwood City,32,ug/m3,Daily average
October,2013,12,PM2.5,Redwood City,35,ug/m3,Daily average
October,2013,13,PM2.5,Redwood City,13,ug/m3,Daily average
October,2013,14,PM2.5,Redwood City,18,ug/m3,Daily average
October,2013,15,PM2.5,Redwood City,25,ug/m3,Daily average
October,2013,16,PM2.5,Redwood City,22,ug/m3,Daily average
October,2013,17,PM2.5,Redwood City,45,ug/m3,Daily average
October,2013,18,PM2.5,Redwood City,33,ug/m3,Daily average
October,2013,19,PM2.5,Redwood City,26,ug/m3,Daily average
October,2013,20,PM2.5,Redwood City,29,ug/m3,Daily average
October,2013,21,PM2.5,Redwood City,28,ug/m3,Daily average
October,2013,22,PM2.5,Redwood City,43,ug/m3,Daily average
October,2013,23,PM2.5,Redwood City,36,ug/m3,Daily average
October,2013,24,PM2.5,Redwood City,24,ug/m3,Daily average
October,2013,25,PM2.5,Redwood City,23,ug/m3,Daily average
October,2013,26,PM2.5,Redwood City,24,ug/m3,Daily average
October,2013,27,PM2.5,Redwood City,22,ug/m3,Daily average
October,2013,28,PM2.5,Redwood City,13,ug/m3,Daily average
October,2013,29,PM2.5,Redwood City,21,ug/m3,Daily average
October,2013,30,PM2.5,Redwood City,28,ug/m3,Daily average
October,2013,31,PM2.5,Redwood City,23,ug/m3,Daily average
November,2013,1,PM2.5,Redwood City,26,ug/m3,Daily average
November,2013,2,PM2.5,Redwood City,22,ug/m3,Daily average
November,2013,3,PM2.5,Redwood City,22,ug/m3,Daily average
November,2013,4,PM2.5,Redwood City,18,ug/m3,Daily average
November,2013,5,PM2.5,Redwood City,20,ug/m3,Daily average
November,2013,6,PM2.5,Redwood City,25,ug/m3,Daily average
November,2013,7,PM2.5,Redwood City,41,ug/m3,Daily average
November,2013,8,PM2.5,Redwood City,30,ug/m3,Daily average
November,2013,9,PM2.5,Redwood City,31,ug/m3,Daily average
November,2013,10,PM2.5,Redwood City,114,ug/m3,Daily average
November,2013,11,PM2.5,Redwood City,44,ug/m3,Daily average
November,2013,12,PM2.5,Redwood City,28,ug/m3,Daily average
November,2013,13,PM2.5,Redwood City,22,ug/m3,Daily average
November,2013,14,PM2.5,Redwood City,29,ug/m3,Daily average
November,2013,15,PM2.5,Redwood City,17,ug/m3,Daily average
November,2013,16,PM2.5,Redwood City,29,ug/m3,Daily average
November,2013,17,PM2.5,Redwood City,30,ug/m3,Daily average
November,2013,18,PM2.5,Redwood City,19,ug/m3,Daily average
November,2013,19,PM2.5,Redwood City,19,ug/m3,Daily average
November,2013,20,PM2.5,Redwood City,21,ug/m3,Daily average
November,2013,21,PM2.5,Redwood City,16,ug/m3,Daily average
November,2013,22,PM2.5,Redwood City,20,ug/m3,Daily average
November,2013,23,PM2.5,Redwood City,28,ug/m3,Daily average
November,2013,24,PM2.5,Redwood City,25,ug/m3,Daily average
November,2013,25,PM2.5,Redwood City,41,ug/m3,Daily average
November,2013,26,PM2.5,Redwood City,39,ug/m3,Daily average
November,2013,27,PM2.5,Redwood City,51,ug/m3,Daily average
November,2013,28,PM2.5,Redwood City,53,ug/m3,Daily average
November,2013,29,PM2.5,Redwood City,29,ug/m3,Daily average
November,2013,30,PM2.5,Redwood City,38,ug/m3,Daily average
December,2013,1,PM2.5,Redwood City,40,ug/m3,Daily average
December,2013,2,PM2.5,Redwood City,23,ug/m3,Daily average
December,2013,3,PM2.5,Redwood City,21,ug/m3,Daily average
December,2013,4,PM2.5,Redwood City,28,ug/m3,Daily average
December,2013,5,PM2.5,Redwood City,25,ug/m3,Daily average
December,2013,6,PM2.5,Redwood City,21,ug/m3,Daily average
December,2013,7,PM2.5,Redwood City,26,ug/m3,Daily average
December,2013,8,PM2.5,Redwood City,25,ug/m3,Daily average
December,2013,9,PM2.5,Redwood City,20,ug/m3,Daily average
December,2013,10,PM2.5,Redwood City,21,ug/m3,Daily average
December,2013,11,PM2.5,Redwood City,33,ug/m3,Daily average
December,2013,12,PM2.5,Redwood City,49,ug/m3,Daily average
December,2013,13,PM2.5,Redwood City,30,ug/m3,Daily average
December,2013,14,PM2.5,Redwood City,43,ug/m3,Daily average
December,2013,15,PM2.5,Redwood City,47,ug/m3,Daily average
December,2013,16,PM2.5,Redwood City,47,ug/m3,Daily average
December,2013,17,PM2.5,Redwood City,70,ug/m3,Daily average
December,2013,18,PM2.5,Redwood City,44,ug/m3,Daily average
December,2013,19,PM2.5,Redwood City,18,ug/m3,Daily average
December,2013,20,PM2.5,Redwood City,25,ug/m3,Daily average
December,2013,21,PM2.5,Redwood City,31,ug/m3,Daily average
December,2013,22,PM2.5,Redwood City,42,ug/m3,Daily average
December,2013,23,PM2.5,Redwood City,45,ug/m3,Daily average
December,2013,24,PM2.5,Redwood City,55,ug/m3,Daily average
December,2013,25,PM2.5,Redwood City,34,ug/m3,Daily average
December,2013,26,PM2.5,Redwood City,39,ug/m3,Daily average
December,2013,27,PM2.5,Redwood City,43,ug/m3,Daily average
December,2013,28,PM2.5,Redwood City,28,ug/m3,Daily average
December,2013,29,PM2.5,Redwood City,19,ug/m3,Daily average
December,2013,30,PM2.5,Redwood City,44,ug/m3,Daily average
December,2013,31,PM2.5,Redwood City,86,ug/m3,Daily average
January,2014,1,PM2.5,Redwood City,72,ug/m3,Daily average
January,2014,2,PM2.5,Redwood City,42,ug/m3,Daily average
January,2014,3,PM2.5,Redwood City,40,ug/m3,Daily average
January,2014,4,PM2.5,Redwood City,32,ug/m3,Daily average
January,2014,5,PM2.5,Redwood City,25,ug/m3,Daily average
January,2014,6,PM2.5,Redwood City,39,ug/m3,Daily average
January,2014,7,PM2.5,Redwood City,48,ug/m3,Daily average
January,2014,8,PM2.5,Redwood City,14,ug/m3,Daily average
January,2014,9,PM2.5,Redwood City,20,ug/m3,Daily average
January,2014,10,PM2.5,Redwood City,22,ug/m3,Daily average
January,2014,11,PM2.5,Redwood City,18,ug/m3,Daily average
January,2014,12,PM2.5,Redwood City,26,ug/m3,Daily average
January,2014,13,PM2.5,Redwood City,17,ug/m3,Daily average
January,2014,14,PM2.5,Redwood City,15,ug/m3,Daily average
January,2014,15,PM2.5,Redwood City,34,ug/m3,Daily average
January,2014,16,PM2.5,Redwood City,22,ug/m3,Daily average
January,2014,17,PM2.5,Redwood City,87,ug/m3,Daily average
January,2014,18,PM2.5,Redwood City,39,ug/m3,Daily average
January,2014,19,PM2.5,Redwood City,43,ug/m3,Daily average
January,2014,20,PM2.5,Redwood City,36,ug/m3,Daily average
January,2014,21,PM2.5,Redwood City,31,ug/m3,Daily average
January,2014,22,PM2.5,Redwood City,35,ug/m3,Daily average
January,2014,23,PM2.5,Redwood City,40,ug/m3,Daily average
January,2014,24,PM2.5,Redwood City,46,ug/m3,Daily average
January,2014,25,PM2.5,Redwood City,31,ug/m3,Daily average
January,2014,26,PM2.5,Redwood City,27,ug/m3,Daily average
January,2014,27,PM2.5,Redwood City,21,ug/m3,Daily average
January,2014,28,PM2.5,Redwood City,25,ug/m3,Daily average
January,2014,29,PM2.5,Redwood City,12,ug/m3,Daily average
January,2014,30,PM2.5,Redwood City,10,ug/m3,Daily average
January,2014,31,PM2.5,Redwood City,14,ug/m3,Daily average
February,2014,1,PM2.5,Redwood City,21,ug/m3,Daily average
February,2014,2,PM2.5,Redwood City,35,ug/m3,Daily average
February,2014,3,PM2.5,Redwood City,18,ug/m3,Daily average
February,2014,4,PM2.5,Redwood City,17,ug/m3,Daily average
February,2014,5,PM2.5,Redwood City,12,ug/m3,Daily average
February,2014,6,PM2.5,Redwood City,11,ug/m3,Daily average
February,2014,7,PM2.5,Redwood City,16,ug/m3,Daily average
February,2014,8,PM2.5,Redwood City,4,ug/m3,Daily average
February,2014,9,PM2.5,Redwood City,6,ug/m3,Daily average
February,2014,10,PM2.5,Redwood City,8,ug/m3,Daily average
February,2014,11,PM2.5,Redwood City,17,ug/m3,Daily average
February,2014,12,PM2.5,Redwood City,26,ug/m3,Daily average
February,2014,13,PM2.5,Redwood City,24,ug/m3,Daily average
February,2014,14,PM2.5,Redwood City,13,ug/m3,Daily average
February,2014,15,PM2.5,Redwood City,12,ug/m3,Daily average
February,2014,16,PM2.5,Redwood City,18,ug/m3,Daily average
February,2014,17,PM2.5,Redwood City,16,ug/m3,Daily average
February,2014,18,PM2.5,Redwood City,18,ug/m3,Daily average
February,2014,19,PM2.5,Redwood City,13,ug/m3,Daily average
February,2014,20,PM2.5,Redwood City,17,ug/m3,Daily average
February,2014,21,PM2.5,Redwood City,18,ug/m3,Daily average
February,2014,22,PM2.5,Redwood City,17,ug/m3,Daily average
February,2014,23,PM2.5,Redwood City,26,ug/m3,Daily average
February,2014,24,PM2.5,Redwood City,19,ug/m3,Daily average
February,2014,25,PM2.5,Redwood City,22,ug/m3,Daily average
February,2014,26,PM2.5,Redwood City,8,ug/m3,Daily average
February,2014,27,PM2.5,Redwood City,5,ug/m3,Daily average
February,2014,28,PM2.5,Redwood City,5,ug/m3,Daily average
February,2014,29,PM2.5,Redwood City,,ug/m3,Daily average
March,2014,1,PM2.5,Redwood City,7,ug/m3,Daily average
March,2014,2,PM2.5,Redwood City,7,ug/m3,Daily average
March,2014,3,PM2.5,Redwood City,11,ug/m3,Daily average
March,2014,4,PM2.5,Redwood City,8,ug/m3,Daily average
March,2014,5,PM2.5,Redwood City,19,ug/m3,Daily average
March,2014,6,PM2.5,Redwood City,22,ug/m3,Daily average
March,2014,7,PM2.5,Redwood City,10,ug/m3,Daily average
March,2014,8,PM2.5,Redwood City,20,ug/m3,Daily average
March,2014,9,PM2.5,Redwood City,21,ug/m3,Daily average
March,2014,10,PM2.5,Redwood City,10,ug/m3,Daily average
March,2014,11,PM2.5,Redwood City,7,ug/m3,Daily average
March,2014,12,PM2.5,Redwood City,7,ug/m3,Daily average
March,2014,13,PM2.5,Redwood City,19,ug/m3,Daily average
March,2014,14,PM2.5,Redwood City,18,ug/m3,Daily average
March,2014,15,PM2.5,Redwood City,16,ug/m3,Daily average
March,2014,16,PM2.5,Redwood City,21,ug/m3,Daily average
March,2014,17,PM2.5,Redwood City,20,ug/m3,Daily average
March,2014,18,PM2.5,Redwood City,6,ug/m3,Daily average
March,2014,19,PM2.5,Redwood City,15,ug/m3,Daily average
March,2014,20,PM2.5,Redwood City,19,ug/m3,Daily average
March,2014,21,PM2.5,Redwood City,18,ug/m3,Daily average
March,2014,22,PM2.5,Redwood City,26,ug/m3,Daily average
March,2014,23,PM2.5,Redwood City,23,ug/m3,Daily average
March,2014,24,PM2.5,Redwood City,26,ug/m3,Daily average
March,2014,25,PM2.5,Redwood City,12,ug/m3,Daily average
March,2014,26,PM2.5,Redwood City,9,ug/m3,Daily average
March,2014,27,PM2.5,Redwood City,10,ug/m3,Daily average
March,2014,28,PM2.5,Redwood City,15,ug/m3,Daily average
March,2014,29,PM2.5,Redwood City,9,ug/m3,Daily average
March,2014,30,PM2.5,Redwood City,12,ug/m3,Daily average
March,2014,31,PM2.5,Redwood City,10,ug/m3,Daily average
April,2014,1,PM2.5,Redwood City,7,ug/m3,Daily average
April,2014,2,PM2.5,Redwood City,10,ug/m3,Daily average
April,2014,3,PM2.5,Redwood City,12,ug/m3,Daily average
April,2014,4,PM2.5,Redwood City,10,ug/m3,Daily average
April,2014,5,PM2.5,Redwood City,11,ug/m3,Daily average
April,2014,6,PM2.5,Redwood City,12,ug/m3,Daily average
April,2014,7,PM2.5,Redwood City,16,ug/m3,Daily average
April,2014,8,PM2.5,Redwood City,19,ug/m3,Daily average
April,2014,9,PM2.5,Redwood City,11,ug/m3,Daily average
April,2014,10,PM2.5,Redwood City,16,ug/m3,Daily average
April,2014,11,PM2.5,Redwood City,17,ug/m3,Daily average
April,2014,12,PM2.5,Redwood City,12,ug/m3,Daily average
April,2014,13,PM2.5,Redwood City,21,ug/m3,Daily average
April,2014,14,PM2.5,Redwood City,17,ug/m3,Daily average
April,2014,15,PM2.5,Redwood City,18,ug/m3,Daily average
April,2014,16,PM2.5,Redwood City,25,ug/m3,Daily average
April,2014,17,PM2.5,Redwood City,20,ug/m3,Daily average
April,2014,18,PM2.5,Redwood City,12,ug/m3,Daily average
April,2014,19,PM2.5,Redwood City,16,ug/m3,Daily average
April,2014,20,PM2.5,Redwood City,18,ug/m3,Daily average
April,2014,21,PM2.5,Redwood City,25,ug/m3,Daily average
April,2014,22,PM2.5,Redwood City,15,ug/m3,Daily average
April,2014,23,PM2.5,Redwood City,10,ug/m3,Daily average
April,2014,24,PM2.5,Redwood City,11,ug/m3,Daily average
April,2014,25,PM2.5,Redwood City,8,ug/m3,Daily average
April,2014,26,PM2.5,Redwood City,6,ug/m3,Daily average
April,2014,27,PM2.5,Redwood City,10,ug/m3,Daily average
April,2014,28,PM2.5,Redwood City,21,ug/m3,Daily average
April,2014,29,PM2.5,Redwood City,91,ug/m3,Daily average
April,2014,30,PM2.5,Redwood City,11,ug/m3,Daily average
May,2014,1,PM2.5,Redwood City,17,ug/m3,Daily average
May,2014,2,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,3,PM2.5,Redwood City,6,ug/m3,Daily average
May,2014,4,PM2.5,Redwood City,6,ug/m3,Daily average
May,2014,5,PM2.5,Redwood City,7,ug/m3,Daily average
May,2014,6,PM2.5,Redwood City,9,ug/m3,Daily average
May,2014,7,PM2.5,Redwood City,14,ug/m3,Daily average
May,2014,8,PM2.5,Redwood City,11,ug/m3,Daily average
May,2014,9,PM2.5,Redwood City,9,ug/m3,Daily average
May,2014,10,PM2.5,Redwood City,11,ug/m3,Daily average
May,2014,11,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,12,PM2.5,Redwood City,18,ug/m3,Daily average
May,2014,13,PM2.5,Redwood City,20,ug/m3,Daily average
May,2014,14,PM2.5,Redwood City,17,ug/m3,Daily average
May,2014,15,PM2.5,Redwood City,25,ug/m3,Daily average
May,2014,16,PM2.5,Redwood City,18,ug/m3,Daily average
May,2014,17,PM2.5,Redwood City,11,ug/m3,Daily average
May,2014,18,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,19,PM2.5,Redwood City,7,ug/m3,Daily average
May,2014,20,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,21,PM2.5,Redwood City,18,ug/m3,Daily average
May,2014,22,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,23,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,24,PM2.5,Redwood City,10,ug/m3,Daily average
May,2014,25,PM2.5,Redwood City,18,ug/m3,Daily average
May,2014,26,PM2.5,Redwood City,15,ug/m3,Daily average
May,2014,27,PM2.5,Redwood City,19,ug/m3,Daily average
May,2014,28,PM2.5,Redwood City,13,ug/m3,Daily average
May,2014,29,PM2.5,Redwood City,21,ug/m3,Daily average
May,2014,30,PM2.5,Redwood City,24,ug/m3,Daily average
May,2014,31,PM2.5,Redwood City,13,ug/m3,Daily average
June,2014,1,PM2.5,Redwood City,17,ug/m3,Daily average
June,2014,2,PM2.5,Redwood City,5,ug/m3,Daily average
June,2014,3,PM2.5,Redwood City,9,ug/m3,Daily average
June,2014,4,PM2.5,Redwood City,16,ug/m3,Daily average
June,2014,5,PM2.5,Redwood City,18,ug/m3,Daily average
June,2014,6,PM2.5,Redwood City,25,ug/m3,Daily average
June,2014,7,PM2.5,Redwood City,26,ug/m3,Daily average
June,2014,8,PM2.5,Redwood City,26,ug/m3,Daily average
June,2014,9,PM2.5,Redwood City,22,ug/m3,Daily average
June,2014,10,PM2.5,Redwood City,13,ug/m3,Daily average
June,2014,11,PM2.5,Redwood City,6,ug/m3,Daily average
June,2014,12,PM2.5,Redwood City,12,ug/m3,Daily average
June,2014,13,PM2.5,Redwood City,13,ug/m3,Daily average
June,2014,14,PM2.5,Redwood City,17,ug/m3,Daily average
June,2014,15,PM2.5,Redwood City,17,ug/m3,Daily average
June,2014,16,PM2.5,Redwood City,8,ug/m3,Daily average
June,2014,17,PM2.5,Redwood City,15,ug/m3,Daily average
June,2014,18,PM2.5,Redwood City,25,ug/m3,Daily average
June,2014,19,PM2.5,Redwood City,18,ug/m3,Daily average
June,2014,20,PM2.5,Redwood City,23,ug/m3,Daily average
June,2014,21,PM2.5,Redwood City,18,ug/m3,Daily average
June,2014,22,PM2.5,Redwood City,19,ug/m3,Daily average
June,2014,23,PM2.5,Redwood City,18,ug/m3,Daily average
June,2014,24,PM2.5,Redwood City,19,ug/m3,Daily average
June,2014,25,PM2.5,Redwood City,7,ug/m3,Daily average
June,2014,26,PM2.5,Redwood City,4,ug/m3,Daily average
June,2014,27,PM2.5,Redwood City,12,ug/m3,Daily average
June,2014,28,PM2.5,Redwood City,18,ug/m3,Daily average
June,2014,29,PM2.5,Redwood City,12,ug/m3,Daily average
June,2014,30,PM2.5,Redwood City,24,ug/m3,Daily average
July,2014,1,PM2.5,Redwood City,13,ug/m3,Daily average
July,2014,2,PM2.5,Redwood City,8,ug/m3,Daily average
July,2014,3,PM2.5,Redwood City,18,ug/m3,Daily average
July,2014,4,PM2.5,Redwood City,20,ug/m3,Daily average
July,2014,5,PM2.5,Redwood City,19,ug/m3,Daily average
July,2014,6,PM2.5,Redwood City,13,ug/m3,Daily average
July,2014,7,PM2.5,Redwood City,10,ug/m3,Daily average
July,2014,8,PM2.5,Redwood City,7,ug/m3,Daily average
July,2014,9,PM2.5,Redwood City,18,ug/m3,Daily average
July,2014,10,PM2.5,Redwood City,9,ug/m3,Daily average
July,2014,11,PM2.5,Redwood City,7,ug/m3,Daily average
July,2014,12,PM2.5,Redwood City,10,ug/m3,Daily average
July,2014,13,PM2.5,Redwood City,16,ug/m3,Daily average
July,2014,14,PM2.5,Redwood City,21,ug/m3,Daily average
July,2014,15,PM2.5,Redwood City,19,ug/m3,Daily average
July,2014,16,PM2.5,Redwood City,5,ug/m3,Daily average
July,2014,17,PM2.5,Redwood City,9,ug/m3,Daily average
July,2014,18,PM2.5,Redwood City,6,ug/m3,Daily average
July,2014,19,PM2.5,Redwood City,7,ug/m3,Daily average
July,2014,20,PM2.5,Redwood City,6,ug/m3,Daily average
July,2014,21,PM2.5,Redwood City,6,ug/m3,Daily average
July,2014,22,PM2.5,Redwood City,9,ug/m3,Daily average
July,2014,23,PM2.5,Redwood City,9,ug/m3,Daily average
July,2014,24,PM2.5,Redwood City,17,ug/m3,Daily average
July,2014,25,PM2.5,Redwood City,21,ug/m3,Daily average
July,2014,26,PM2.5,Redwood City,50,ug/m3,Daily average
July,2014,27,PM2.5,Redwood City,21,ug/m3,Daily average
July,2014,28,PM2.5,Redwood City,18,ug/m3,Daily average
July,2014,29,PM2.5,Redwood City,16,ug/m3,Daily average
July,2014,30,PM2.5,Redwood City,15,ug/m3,Daily average
July,2014,31,PM2.5,Redwood City,18,ug/m3,Daily average
August,2014,1,PM2.5,Redwood City,17,ug/m3,Daily average
August,2014,2,PM2.5,Redwood City,11,ug/m3,Daily average
August,2014,3,PM2.5,Redwood City,10,ug/m3,Daily average
August,2014,4,PM2.5,Redwood City,11,ug/m3,Daily average
August,2014,5,PM2.5,Redwood City,11,ug/m3,Daily average
August,2014,6,PM2.5,Redwood City,12,ug/m3,Daily average
August,2014,7,PM2.5,Redwood City,12,ug/m3,Daily average
August,2014,8,PM2.5,Redwood City,22,ug/m3,Daily average
August,2014,9,PM2.5,Redwood City,13,ug/m3,Daily average
August,2014,10,PM2.5,Redwood City,8,ug/m3,Daily average
August,2014,11,PM2.5,Redwood City,9,ug/m3,Daily average
August,2014,12,PM2.5,Redwood City,33,ug/m3,Daily average
August,2014,13,PM2.5,Redwood City,10,ug/m3,Daily average
August,2014,14,PM2.5,Redwood City,5,ug/m3,Daily average
August,2014,15,PM2.5,Redwood City,9,ug/m3,Daily average
August,2014,16,PM2.5,Redwood City,16,ug/m3,Daily average
August,2014,17,PM2.5,Redwood City,15,ug/m3,Daily average
August,2014,18,PM2.5,Redwood City,8,ug/m3,Daily average
August,2014,19,PM2.5,Redwood City,7,ug/m3,Daily average
August,2014,20,PM2.5,Redwood City,7,ug/m3,Daily average
August,2014,21,PM2.5,Redwood City,11,ug/m3,Daily average
August,2014,22,PM2.5,Redwood City,12,ug/m3,Daily average
August,2014,23,PM2.5,Redwood City,8,ug/m3,Daily average
August,2014,24,PM2.5,Redwood City,13,ug/m3,Daily average
August,2014,25,PM2.5,Redwood City,12,ug/m3,Daily average
August,2014,26,PM2.5,Redwood City,25,ug/m3,Daily average
August,2014,27,PM2.5,Redwood City,23,ug/m3,Daily average
August,2014,28,PM2.5,Redwood City,23,ug/m3,Daily average
August,2014,29,PM2.5,Redwood City,16,ug/m3,Daily average
August,2014,30,PM2.5,Redwood City,13,ug/m3,Daily average
August,2014,31,PM2.5,Redwood City,15,ug/m3,Daily average
September,2014,1,PM2.5,Redwood City,22,ug/m3,Daily average
September,2014,2,PM2.5,Redwood City,17,ug/m3,Daily average
September,2014,3,PM2.5,Redwood City,11,ug/m3,Daily average
September,2014,4,PM2.5,Redwood City,21,ug/m3,Daily average
September,2014,5,PM2.5,Redwood City,31,ug/m3,Daily average
September,2014,6,PM2.5,Redwood City,36,ug/m3,Daily average
September,2014,7,PM2.5,Redwood City,23,ug/m3,Daily average
