Month,Year,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
July,2012,8,PM2.5,Redwood City,11,ug/m3,Daily average
July,2012,9,PM2.5,Redwood City,16,ug/m3,Daily average
July,2012,10,PM2.5,Redwood City,28,ug/m3,Daily average
July,2012,11,PM2.5,Redwood City,22,ug/m3,Daily average
July,2012,12,PM2.5,Redwood City,19,ug/m3,Daily average
July,2012,13,PM2.5,Redwood City,16,ug/m3,Daily average
July,2012,14,PM2.5,Redwood City,16,ug/m3,Daily average
July,2012,15,PM2.5,Redwood City,18,ug/m3,Daily average
July,2012,16,PM2.5,Redwood City,7,ug/m3,Daily average
July,2012,17,PM2.5,Redwood City,15,ug/m3,Daily average
July,2012,18,PM2.5,Redwood City,11,ug/m3,Daily average
July,2012,19,PM2.5,Redwood City,17,ug/m3,Daily average
July,2012,20,PM2.5,Redwood City,26,ug/m3,Daily average
July,2012,21,PM2.5,Redwood City,18,ug/m3,Daily average
July,2012,22,PM2.5,Redwood City,19,ug/m3,Daily average
July,2012,23,PM2.5,Redwood City,21,ug/m3,Daily average
July,2012,24,PM2.5,Redwood City,20,ug/m3,Daily average
July,2012,25,PM2.5,Redwood City,22,ug/m3,Daily average
July,2012,26,PM2.5,Redwood City,21,ug/m3,Daily average
July,2012,27,PM2.5,Redwood City,11,ug/m3,Daily average
July,2012,28,PM2.5,Redwood City,20,ug/m3,Daily average
July,2012,29,PM2.5,Redwood City,19,ug/m3,Daily average
July,2012,30,PM2.5,Redwood City,21,ug/m3,Daily average
July,2012,31,PM2.5,Redwood City,20,ug/m3,Daily average
August,2012,1,PM2.5,Redwood City,46,ug/m3,Daily average
August,2012,2,PM2.5,Redwood City,43,ug/m3,Daily average
August,2012,3,PM2.5,Redwood City,16,ug/m3,Daily average
August,2012,4,PM2.5,Redwood City,26,ug/m3,Daily average
August,2012,5,PM2.5,Redwood City,8,ug/m3,Daily average
August,2012,6,PM2.5,Redwood City,17,ug/m3,Daily average
August,2012,7,PM2.5,Redwood City,24,ug/m3,Daily average
August,2012,8,PM2.5,Redwood City,22,ug/m3,Daily average
August,2012,9,PM2.5,Redwood City,26,ug/m3,Daily average
August,2012,10,PM2.5,Redwood City,24,ug/m3,Daily average
August,2012,11,PM2.5,Redwood City,21,ug/m3,Daily average
August,2012,12,PM2.5,Redwood City,12,ug/m3,Daily average
August,2012,13,PM2.5,Redwood City,13,ug/m3,Daily average
August,2012,14,PM2.5,Redwood City,11,ug/m3,Daily average
August,2012,15,PM2.5,Redwood City,19,ug/m3,Daily average
August,2012,16,PM2.5,Redwood City,20,ug/m3,Daily average
August,2012,17,PM2.5,Redwood City,16,ug/m3,Daily average
August,2012,18,PM2.5,Redwood City,14,ug/m3,Daily average
August,2012,19,PM2.5,Redwood City,11,ug/m3,Daily average
August,2012,20,PM2.5,Redwood City,16,ug/m3,Daily average
August,2012,21,PM2.5,Redwood City,20,ug/m3,Daily average
August,2012,22,PM2.5,Redwood City,18,ug/m3,Daily average
August,2012,23,PM2.5,Redwood City,20,ug/m3,Daily average
August,2012,24,PM2.5,Redwood City,22,ug/m3,Daily average
August,2012,25,PM2.5,Redwood City,17,ug/m3,Daily average
August,2012,26,PM2.5,Redwood City,12,ug/m3,Daily average
August,2012,27,PM2.5,Redwood City,21,ug/m3,Daily average
August,2012,28,PM2.5,Redwood City,22,ug/m3,Daily average
August,2012,29,PM2.5,Redwood City,19,ug/m3,Daily average
August,2012,30,PM2.5,Redwood City,14,ug/m3,Daily average
August,2012,31,PM2.5,Redwood City,17,ug/m3,Daily average
September,2012,1,PM2.5,Redwood City,17,ug/m3,Daily average
September,2012,2,PM2.5,Redwood City,29,ug/m3,Daily average
September,2012,3,PM2.5,Redwood City,23,ug/m3,Daily average
September,2012,4,PM2.5,Redwood City,25,ug/m3,Daily average
September,2012,5,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,6,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,7,PM2.5,Redwood City,19,ug/m3,Daily average
September,2012,8,PM2.5,Redwood City,28,ug/m3,Daily average
September,2012,9,PM2.5,Redwood City,17,ug/m3,Daily average
September,2012,10,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,11,PM2.5,Redwood City,25,ug/m3,Daily average
September,2012,12,PM2.5,Redwood City,28,ug/m3,Daily average
September,2012,13,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,14,PM2.5,Redwood City,22,ug/m3,Daily average
September,2012,15,PM2.5,Redwood City,19,ug/m3,Daily average
September,2012,16,PM2.5,Redwood City,20,ug/m3,Daily average
September,2012,17,PM2.5,Redwood City,22,ug/m3,Daily average
September,2012,18,PM2.5,Redwood City,11,ug/m3,Daily average
September,2012,19,PM2.5,Redwood City,24,ug/m3,Daily average
September,2012,20,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,21,PM2.5,Redwood City,27,ug/m3,Daily average
September,2012,22,PM2.5,Redwood City,31,ug/m3,Daily average
September,2012,23,PM2.5,Redwood City,26,ug/m3,Daily average
September,2012,24,PM2.5,Redwood City,25,ug/m3,Daily average
September,2012,25,PM2.5,Redwood City,37,ug/m3,Daily average
September,2012,26,PM2.5,Redwood City,39,ug/m3,Daily average
September,2012,27,PM2.5,Redwood City,37,ug/m3,Daily average
September,2012,28,PM2.5,Redwood City,25,ug/m3,Daily average
September,2012,29,PM2.5,Redwood City,34,ug/m3,Daily average
September,2012,30,PM2.5,Redwood City,,ug/m3,Daily average
October,2012,1,PM2.5,Redwood City,34,ug/m3,Daily average
October,2012,2,PM2.5,Redwood City,46,ug/m3,Daily average
October,2012,3,PM2.5,Redwood City,34,ug/m3,Daily average
October,2012,4,PM2.5,Redwood City,20,ug/m3,Daily average
October,2012,5,PM2.5,Redwood City,21,ug/m3,Daily average
October,2012,6,PM2.5,Redwood City,17,ug/m3,Daily average
October,2012,7,PM2.5,Redwood City,23,ug/m3,Daily average
October,2012,8,PM2.5,Redwood City,19,ug/m3,Daily average
October,2012,9,PM2.5,Redwood City,23,ug/m3,Daily average
October,2012,10,PM2.5,Redwood City,24,ug/m3,Daily average
October,2012,11,PM2.5,Redwood City,12,ug/m3,Daily average
October,2012,12,PM2.5,Redwood City,6,ug/m3,Daily average
October,2012,13,PM2.5,Redwood City,18,ug/m3,Daily average
October,2012,14,PM2.5,Redwood City,16,ug/m3,Daily average
October,2012,15,PM2.5,Redwood City,23,ug/m3,Daily average
October,2012,16,PM2.5,Redwood City,18,ug/m3,Daily average
October,2012,17,PM2.5,Redwood City,13,ug/m3,Daily average
October,2012,18,PM2.5,Redwood City,27,ug/m3,Daily average
October,2012,19,PM2.5,Redwood City,16,ug/m3,Daily average
October,2012,20,PM2.5,Redwood City,9,ug/m3,Daily average
October,2012,21,PM2.5,Redwood City,16,ug/m3,Daily average
October,2012,22,PM2.5,Redwood City,9,ug/m3,Daily average
October,2012,23,PM2.5,Redwood City,11,ug/m3,Daily average
October,2012,24,PM2.5,Redwood City,17,ug/m3,Daily average
October,2012,25,PM2.5,Redwood City,15,ug/m3,Daily average
October,2012,26,PM2.5,Redwood City,20,ug/m3,Daily average
October,2012,27,PM2.5,Redwood City,21,ug/m3,Daily average
October,2012,28,PM2.5,Redwood City,21,ug/m3,Daily average
October,2012,29,PM2.5,Redwood City,29,ug/m3,Daily average
October,2012,30,PM2.5,Redwood City,30,ug/m3,Daily average
October,2012,31,PM2.5,Redwood City,18,ug/m3,Daily average
November,2012,1,PM2.5,Redwood City,16,ug/m3,Daily average
November,2012,2,PM2.5,Redwood City,24,ug/m3,Daily average
November,2012,3,PM2.5,Redwood City,24,ug/m3,Daily average
November,2012,4,PM2.5,Redwood City,23,ug/m3,Daily average
November,2012,5,PM2.5,Redwood City,25,ug/m3,Daily average
November,2012,6,PM2.5,Redwood City,34,ug/m3,Daily average
November,2012,7,PM2.5,Redwood City,34,ug/m3,Daily average
November,2012,8,PM2.5,Redwood City,28,ug/m3,Daily average
November,2012,9,PM2.5,Redwood City,29,ug/m3,Daily average
November,2012,10,PM2.5,Redwood City,21,ug/m3,Daily average
November,2012,11,PM2.5,Redwood City,25,ug/m3,Daily average
November,2012,12,PM2.5,Redwood City,37,ug/m3,Daily average
November,2012,13,PM2.5,Redwood City,26,ug/m3,Daily average
November,2012,14,PM2.5,Redwood City,29,ug/m3,Daily average
November,2012,15,PM2.5,Redwood City,47,ug/m3,Daily average
November,2012,16,PM2.5,Redwood City,30,ug/m3,Daily average
November,2012,17,PM2.5,Redwood City,28,ug/m3,Daily average
November,2012,18,PM2.5,Redwood City,16,ug/m3,Daily average
November,2012,19,PM2.5,Redwood City,18,ug/m3,Daily average
November,2012,20,PM2.5,Redwood City,12,ug/m3,Daily average
November,2012,21,PM2.5,Redwood City,20,ug/m3,Daily average
November,2012,22,PM2.5,Redwood City,39,ug/m3,Daily average
November,2012,23,PM2.5,Redwood City,31,ug/m3,Daily average
November,2012,24,PM2.5,Redwood City,28,ug/m3,Daily average
November,2012,25,PM2.5,Redwood City,29,ug/m3,Daily average
November,2012,26,PM2.5,Redwood City,42,ug/m3,Daily average
November,2012,27,PM2.5,Redwood City,25,ug/m3,Daily average
November,2012,28,PM2.5,Redwood City,16,ug/m3,Daily average
November,2012,29,PM2.5,Redwood City,11,ug/m3,Daily average
November,2012,30,PM2.5,Redwood City,9,ug/m3,Daily average
December,2012,1,PM2.5,Redwood City,11,ug/m3,Daily average
December,2012,2,PM2.5,Redwood City,18,ug/m3,Daily average
December,2012,3,PM2.5,Redwood City,20,ug/m3,Daily average
December,2012,4,PM2.5,Redwood City,27,ug/m3,Daily average
December,2012,5,PM2.5,Redwood City,20,ug/m3,Daily average
December,2012,6,PM2.5,Redwood City,22,ug/m3,Daily average
December,2012,7,PM2.5,Redwood City,24,ug/m3,Daily average
December,2012,8,PM2.5,Redwood City,27,ug/m3,Daily average
December,2012,9,PM2.5,Redwood City,18,ug/m3,Daily average
December,2012,10,PM2.5,Redwood City,14,ug/m3,Daily average
December,2012,11,PM2.5,Redwood City,24,ug/m3,Daily average
December,2012,12,PM2.5,Redwood City,12,ug/m3,Daily average
December,2012,13,PM2.5,Redwood City,26,ug/m3,Daily average
December,2012,14,PM2.5,Redwood City,16,ug/m3,Daily average
December,2012,15,PM2.5,Redwood City,16,ug/m3,Daily average
December,2012,16,PM2.5,Redwood City,18,ug/m3,Daily average
December,2012,17,PM2.5,Redwood City,21,ug/m3,Daily average
December,2012,18,PM2.5,Redwood City,28,ug/m3,Daily average
December,2012,19,PM2.5,Redwood City,33,ug/m3,Daily average
December,2012,20,PM2.5,Redwood City,21,ug/m3,Daily average
December,2012,21,PM2.5,Redwood City,7,ug/m3,Daily average
December,2012,22,PM2.5,Redwood City,10,ug/m3,Daily average
December,2012,23,PM2.5,Redwood City,10,ug/m3,Daily average
December,2012,24,PM2.5,Redwood City,51,ug/m3,Daily average
December,2012,25,PM2.5,Redwood City,17,ug/m3,Daily average
December,2012,26,PM2.5,Redwood City,8,ug/m3,Daily average
December,2012,27,PM2.5,Redwood City,14,ug/m3,Daily average
December,2012,28,PM2.5,Redwood City,42,ug/m3,Daily average
December,2012,29,PM2.5,Redwood City,24,ug/m3,Daily average
December,2012,30,PM2.5,Redwood City,32,ug/m3,Daily average
December,2012,31,PM2.5,Redwood City,51,ug/m3,Daily average
January,2013,1,PM2.5,Redwood City,41,ug/m3,Daily average
January,2013,2,PM2.5,Redwood City,21,ug/m3,Daily average
January,2013,3,PM2.5,Redwood City,40,ug/m3,Daily average
January,2013,4,PM2.5,Redwood City,29,ug/m3,Daily average
January,2013,5,PM2.5,Redwood City,26,ug/m3,Daily average
January,2013,6,PM2.5,Redwood City,41,ug/m3,Daily average
January,2013,7,PM2.5,Redwood City,29,ug/m3,Daily average
January,2013,8,PM2.5,Redwood City,40,ug/m3,Daily average
January,2013,9,PM2.5,Redwood City,35,ug/m3,Daily average
January,2013,10,PM2.5,Redwood City,8,ug/m3,Daily average
January,2013,11,PM2.5,Redwood City,14,ug/m3,Daily average
January,2013,12,PM2.5,Redwood City,29,ug/m3,Daily average
January,2013,13,PM2.5,Redwood City,51,ug/m3,Daily average
January,2013,14,PM2.5,Redwood City,21,ug/m3,Daily average
January,2013,15,PM2.5,Redwood City,37,ug/m3,Daily average
January,2013,16,PM2.5,Redwood City,35,ug/m3,Daily average
January,2013,17,PM2.5,Redwood City,33,ug/m3,Daily average
January,2013,18,PM2.5,Redwood City,33,ug/m3,Daily average
January,2013,19,PM2.5,Redwood City,28,ug/m3,Daily average
January,2013,20,PM2.5,Redwood City,31,ug/m3,Daily average
January,2013,21,PM2.5,Redwood City,32,ug/m3,Daily average
January,2013,22,PM2.5,Redwood City,39,ug/m3,Daily average
January,2013,23,PM2.5,Redwood City,55,ug/m3,Daily average
January,2013,24,PM2.5,Redwood City,39,ug/m3,Daily average
January,2013,25,PM2.5,Redwood City,33,ug/m3,Daily average
January,2013,26,PM2.5,Redwood City,18,ug/m3,Daily average
January,2013,27,PM2.5,Redwood City,10,ug/m3,Daily average
January,2013,28,PM2.5,Redwood City,19,ug/m3,Daily average
January,2013,29,PM2.5,Redwood City,16,ug/m3,Daily average
January,2013,30,PM2.5,Redwood City,18,ug/m3,Daily average
January,2013,31,PM2.5,Redwood City,34,ug/m3,Daily average
February,2013,1,PM2.5,Redwood City,42,ug/m3,Daily average
February,2013,2,PM2.5,Redwood City,39,ug/m3,Daily average
February,2013,3,PM2.5,Redwood City,23,ug/m3,Daily average
February,2013,4,PM2.5,Redwood City,23,ug/m3,Daily average
February,2013,5,PM2.5,Redwood City,12,ug/m3,Daily average
February,2013,6,PM2.5,Redwood City,18,ug/m3,Daily average
February,2013,7,PM2.5,Redwood City,15,ug/m3,Daily average
February,2013,8,PM2.5,Redwood City,23,ug/m3,Daily average
February,2013,9,PM2.5,Redwood City,23,ug/m3,Daily average
February,2013,10,PM2.5,Redwood City,19,ug/m3,Daily average
February,2013,11,PM2.5,Redwood City,20,ug/m3,Daily average
February,2013,12,PM2.5,Redwood City,30,ug/m3,Daily average
February,2013,13,PM2.5,Redwood City,45,ug/m3,Daily average
February,2013,14,PM2.5,Redwood City,16,ug/m3,Daily average
February,2013,15,PM2.5,Redwood City,22,ug/m3,Daily average
February,2013,16,PM2.5,Redwood City,37,ug/m3,Daily average
February,2013,17,PM2.5,Redwood City,22,ug/m3,Daily average
February,2013,18,PM2.5,Redwood City,10,ug/m3,Daily average
February,2013,19,PM2.5,Redwood City,8,ug/m3,Daily average
February,2013,20,PM2.5,Redwood City,16,ug/m3,Daily average
February,2013,21,PM2.5,Redwood City,12,ug/m3,Daily average
February,2013,22,PM2.5,Redwood City,25,ug/m3,Daily average
February,2013,23,PM2.5,Redwood City,18,ug/m3,Daily average
February,2013,24,PM2.5,Redwood City,10,ug/m3,Daily average
February,2013,25,PM2.5,Redwood City,17,ug/m3,Daily average
February,2013,26,PM2.5,Redwood City,19,ug/m3,Daily average
February,2013,27,PM2.5,Redwood City,24,ug/m3,Daily average
February,2013,28,PM2.5,Redwood City,17,ug/m3,Daily average
February,2013,29,PM2.5,Redwood City,,ug/m3,Daily average
March,2013,1,PM2.5,Redwood City,30,ug/m3,Daily average
March,2013,2,PM2.5,Redwood City,25,ug/m3,Daily average
March,2013,3,PM2.5,Redwood City,19,ug/m3,Daily average
March,2013,4,PM2.5,Redwood City,19,ug/m3,Daily average
March,2013,5,PM2.5,Redwood City,34,ug/m3,Daily average
March,2013,6,PM2.5,Redwood City,10,ug/m3,Daily average
March,2013,7,PM2.5,Redwood City,9,ug/m3,Daily average
March,2013,8,PM2.5,Redwood City,9,ug/m3,Daily average
March,2013,9,PM2.5,Redwood City,15,ug/m3,Daily average
March,2013,10,PM2.5,Redwood City,17,ug/m3,Daily average
March,2013,11,PM2.5,Redwood City,29,ug/m3,Daily average
March,2013,12,PM2.5,Redwood City,33,ug/m3,Daily average
March,2013,13,PM2.5,Redwood City,32,ug/m3,Daily average
March,2013,14,PM2.5,Redwood City,17,ug/m3,Daily average
March,2013,15,PM2.5,Redwood City,25,ug/m3,Daily average
March,2013,16,PM2.5,Redwood City,20,ug/m3,Daily average
March,2013,17,PM2.5,Redwood City,11,ug/m3,Daily average
March,2013,18,PM2.5,Redwood City,29,ug/m3,Daily average
March,2013,19,PM2.5,Redwood City,21,ug/m3,Daily average
March,2013,20,PM2.5,Redwood City,18,ug/m3,Daily average
March,2013,21,PM2.5,Redwood City,11,ug/m3,Daily average
March,2013,22,PM2.5,Redwood City,20,ug/m3,Daily average
March,2013,23,PM2.5,Redwood City,22,ug/m3,Daily average
March,2013,24,PM2.5,Redwood City,24,ug/m3,Daily average
March,2013,25,PM2.5,Redwood City,32,ug/m3,Daily average
March,2013,26,PM2.5,Redwood City,7,ug/m3,Daily average
March,2013,27,PM2.5,Redwood City,16,ug/m3,Daily average
March,2013,28,PM2.5,Redwood City,10,ug/m3,Daily average
March,2013,29,PM2.5,Redwood City,16,ug/m3,Daily average
March,2013,30,PM2.5,Redwood City,17,ug/m3,Daily average
March,2013,31,PM2.5,Redwood City,8,ug/m3,Daily average
April,2013,1,PM2.5,Redwood City,7,ug/m3,Daily average
April,2013,2,PM2.5,Redwood City,19,ug/m3,Daily average
April,2013,3,PM2.5,Redwood City,22,ug/m3,Daily average
April,2013,4,PM2.5,Redwood City,9,ug/m3,Daily average
April,2013,5,PM2.5,Redwood City,6,ug/m3,Daily average
April,2013,6,PM2.5,Redwood City,47,ug/m3,Daily average
April,2013,7,PM2.5,Redwood City,13,ug/m3,Daily average
April,2013,8,PM2.5,Redwood City,11,ug/m3,Daily average
April,2013,9,PM2.5,Redwood City,24,ug/m3,Daily average
April,2013,10,PM2.5,Redwood City,56,ug/m3,Daily average
April,2013,11,PM2.5,Redwood City,15,ug/m3,Daily average
April,2013,12,PM2.5,Redwood City,21,ug/m3,Daily average
April,2013,13,PM2.5,Redwood City,16,ug/m3,Daily average
April,2013,14,PM2.5,Redwood City,11,ug/m3,Daily average
April,2013,15,PM2.5,Redwood City,7,ug/m3,Daily average
April,2013,16,PM2.5,Redwood City,10,ug/m3,Daily average
April,2013,17,PM2.5,Redwood City,187,ug/m3,Daily average
April,2013,18,PM2.5,Redwood City,28,ug/m3,Daily average
April,2013,19,PM2.5,Redwood City,28,ug/m3,Daily average
April,2013,20,PM2.5,Redwood City,20,ug/m3,Daily average
April,2013,21,PM2.5,Redwood City,26,ug/m3,Daily average
April,2013,22,PM2.5,Redwood City,16,ug/m3,Daily average
April,2013,23,PM2.5,Redwood City,15,ug/m3,Daily average
April,2013,24,PM2.5,Redwood City,27,ug/m3,Daily average
April,2013,25,PM2.5,Redwood City,9,ug/m3,Daily average
April,2013,26,PM2.5,Redwood City,19,ug/m3,Daily average
April,2013,27,PM2.5,Redwood City,20,ug/m3,Daily average
April,2013,28,PM2.5,Redwood City,19,ug/m3,Daily average
April,2013,29,PM2.5,Redwood City,21,ug/m3,Daily average
April,2013,30,PM2.5,Redwood City,22,ug/m3,Daily average
May,2013,1,PM2.5,Redwood City,16,ug/m3,Daily average
May,2013,2,PM2.5,Redwood City,42,ug/m3,Daily average
May,2013,3,PM2.5,Redwood City,25,ug/m3,Daily average
May,2013,4,PM2.5,Redwood City,28,ug/m3,Daily average
May,2013,5,PM2.5,Redwood City,13,ug/m3,Daily average
May,2013,6,PM2.5,Redwood City,12,ug/m3,Daily average
May,2013,7,PM2.5,Redwood City,16,ug/m3,Daily average
May,2013,8,PM2.5,Redwood City,16,ug/m3,Daily average
May,2013,9,PM2.5,Redwood City,14,ug/m3,Daily average
May,2013,10,PM2.5,Redwood City,19,ug/m3,Daily average
May,2013,11,PM2.5,Redwood City,25,ug/m3,Daily average
May,2013,12,PM2.5,Redwood City,18,ug/m3,Daily average
May,2013,13,PM2.5,Redwood City,16,ug/m3,Daily average
May,2013,14,PM2.5,Redwood City,19,ug/m3,Daily average
May,2013,15,PM2.5,Redwood City,53,ug/m3,Daily average
May,2013,16,PM2.5,Redwood City,9,ug/m3,Daily average
May,2013,17,PM2.5,Redwood City,10,ug/m3,Daily average
May,2013,18,PM2.5,Redwood City,14,ug/m3,Daily average
May,2013,19,PM2.5,Redwood City,16,ug/m3,Daily average
May,2013,20,PM2.5,Redwood City,37,ug/m3,Daily average
May,2013,21,PM2.5,Redwood City,14,ug/m3,Daily average
May,2013,22,PM2.5,Redwood City,14,ug/m3,Daily average
May,2013,23,PM2.5,Redwood City,23,ug/m3,Daily average
May,2013,24,PM2.5,Redwood City,17,ug/m3,Daily average
May,2013,25,PM2.5,Redwood City,12,ug/m3,Daily average
May,2013,26,PM2.5,Redwood City,9,ug/m3,Daily average
May,2013,27,PM2.5,Redwood City,10,ug/m3,Daily average
May,2013,28,PM2.5,Redwood City,6,ug/m3,Daily average
May,2013,29,PM2.5,Redwood City,9,ug/m3,Daily average
May,2013,30,PM2.5,Redwood City,18,ug/m3,Daily average
May,2013,31,PM2.5,Redwood City,23,ug/m3,Daily average
June,2013,1,PM2.5,Redwood City,25,ug/m3,Daily average
June,2013,2,PM2.5,Redwood City,16,ug/m3,Daily average
June,2013,3,PM2.5,Redwood City,13,ug/m3,Daily average
June,2013,4,PM2.5,Redwood City,9,ug/m3,Daily average
June,2013,5,PM2.5,Redwood City,12,ug/m3,Daily average
June,2013,6,PM2.5,Redwood City,8,ug/m3,Daily average
June,2013,7,PM2.5,Redwood City,18,ug/m3,Daily average
June,2013,8,PM2.5,Redwood City,20,ug/m3,Daily average
June,2013,9,PM2.5,Redwood City,8,ug/m3,Daily average
June,2013,10,PM2.5,Redwood City,6,ug/m3,Daily average
June,2013,11,PM2.5,Redwood City,9,ug/m3,Daily average
June,2013,12,PM2.5,Redwood City,23,ug/m3,Daily average
June,2013,13,PM2.5,Redwood City,20,ug/m3,Daily average
June,2013,14,PM2.5,Redwood City,20,ug/m3,Daily average
June,2013,15,PM2.5,Redwood City,17,ug/m3,Daily average
June,2013,16,PM2.5,Redwood City,16,ug/m3,Daily average
June,2013,17,PM2.5,Redwood City,11,ug/m3,Daily average
June,2013,18,PM2.5,Redwood City,11,ug/m3,Daily average
June,2013,19,PM2.5,Redwood City,13,ug/m3,Daily average
June,2013,20,PM2.5,Redwood City,15,ug/m3,Daily average
June,2013,21,PM2.5,Redwood City,95,ug/m3,Daily average
June,2013,22,PM2.5,Redwood City,21,ug/m3,Daily average
June,2013,23,PM2.5,Redwood City,6,ug/m3,Daily average
June,2013,24,PM2.5,Redwood City,43,ug/m3,Daily average
June,2013,25,PM2.5,Redwood City,7,ug/m3,Daily average
June,2013,26,PM2.5,Redwood City,9,ug/m3,Daily average
June,2013,27,PM2.5,Redwood City,11,ug/m3,Daily average
June,2013,28,PM2.5,Redwood City,10,ug/m3,Daily average
June,2013,29,PM2.5,Redwood City,19,ug/m3,Daily average
June,2013,30,PM2.5,Redwood City,14,ug/m3,Daily average
July,2013,1,PM2.5,Redwood City,18,ug/m3,Daily average
July,2013,2,PM2.5,Redwood City,19,ug/m3,Daily average
July,2013,3,PM2.5,Redwood City,20,ug/m3,Daily average
July,2013,4,PM2.5,Redwood City,41,ug/m3,Daily average
July,2013,5,PM2.5,Redwood City,16,ug/m3,Daily average
July,2013,6,PM2.5,Redwood City,16,ug/m3,Daily average
July,2013,7,PM2.5,Redwood City,18,ug/m3,Daily average
July,2013,8,PM2.5,Redwood City,15,ug/m3,Daily average
July,2013,9,PM2.5,Redwood City,21,ug/m3,Daily average
July,2013,10,PM2.5,Redwood City,15,ug/m3,Daily average
July,2013,11,PM2.5,Redwood City,13,ug/m3,Daily average
July,2013,12,PM2.5,Redwood City,23,ug/m3,Daily average
July,2013,13,PM2.5,Redwood City,27,ug/m3,Daily average
July,2013,14,PM2.5,Redwood City,20,ug/m3,Daily average
July,2013,15,PM2.5,Redwood City,16,ug/m3,Daily average
July,2013,16,PM2.5,Redwood City,7,ug/m3,Daily average
July,2013,17,PM2.5,Redwood City,18,ug/m3,Daily average
July,2013,18,PM2.5,Redwood City,21,ug/m3,Daily average
July,2013,19,PM2.5,Redwood City,19,ug/m3,Daily average
July,2013,20,PM2.5,Redwood City,24,ug/m3,Daily average
July,2013,21,PM2.5,Redwood City,18,ug/m3,Daily average
July,2013,22,PM2.5,Redwood City,22,ug/m3,Daily average
July,2013,23,PM2.5,Redwood City,20,ug/m3,Daily average
July,2013,24,PM2.5,Redwood City,29,ug/m3,Daily average
July,2013,25,PM2.5,Redwood City,13,ug/m3,Daily average
July,2013,26,PM2.5,Redwood City,27,ug/m3,Daily average
July,2013,27,PM2.5,Redwood City,19,ug/m3,Daily average
July,2013,28,PM2.5,Redwood City,10,ug/m3,Daily average
July,2013,29,PM2.5,Redwood City,39,ug/m3,Daily average
July,2013,30,PM2.5,Redwood City,34,ug/m3,Daily average
July,2013,31,PM2.5,Redwood City,27,ug/m3,Daily average
August,2013,1,PM2.5,Redwood City,22,ug/m3,Daily average
August,2013,2,PM2.5,Redwood City,21,ug/m3,Daily average
August,2013,3,PM2.5,Redwood City,26,ug/m3,Daily average
August,2013,4,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,5,PM2.5,Redwood City,23,ug/m3,Daily average
August,2013,6,PM2.5,Redwood City,12,ug/m3,Daily average
August,2013,7,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,8,PM2.5,Redwood City,10,ug/m3,Daily average
August,2013,9,PM2.5,Redwood City,6,ug/m3,Daily average
August,2013,10,PM2.5,Redwood City,,ug/m3,Daily average
August,2013,11,PM2.5,Redwood City,,ug/m3,Daily average
August,2013,12,PM2.5,Redwood City,,ug/m3,Daily average
August,2013,13,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,14,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,15,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,16,PM2.5,Redwood City,19,ug/m3,Daily average
August,2013,17,PM2.5,Redwood City,14,ug/m3,Daily average
August,2013,18,PM2.5,Redwood City,19,ug/m3,Daily average
August,2013,19,PM2.5,Redwood City,14,ug/m3,Daily average
August,2013,20,PM2.5,Redwood City,18,ug/m3,Daily average
August,2013,21,PM2.5,Redwood City,13,ug/m3,Daily average
August,2013,22,PM2.5,Redwood City,19,ug/m3,Daily average
August,2013,23,PM2.5,Redwood City,15,ug/m3,Daily average
August,2013,24,PM2.5,Redwood City,16,ug/m3,Daily average
August,2013,25,PM2.5,Redwood City,14,ug/m3,Daily average
August,2013,26,PM2.5,Redwood City,16,ug/m3,Daily average
August,2013,27,PM2.5,Redwood City,19,ug/m3,Daily average
August,2013,28,PM2.5,Redwood City,15,ug/m3,Daily average
August,2013,29,PM2.5,Redwood City,19,ug/m3,Daily average
August,2013,30,PM2.5,Redwood City,23,ug/m3,Daily average
August,2013,31,PM2.5,Redwood City,11,ug/m3,Daily average
September,2013,1,PM2.5,Redwood City,16,ug/m3,Daily average
September,2013,2,PM2.5,Redwood City,9,ug/m3,Daily average
September,2013,3,PM2.5,Redwood City,17,ug/m3,Daily average
September,2013,4,PM2.5,Redwood City,17,ug/m3,Daily average
September,2013,5,PM2.5,Redwood City,15,ug/m3,Daily average
September,2013,6,PM2.5,Redwood City,25,ug/m3,Daily average
September,2013,7,PM2.5,Redwood City,22,ug/m3,Daily average
September,2013,8,PM2.5,Redwood City,19,ug/m3,Daily average
September,2013,9,PM2.5,Redwood City,18,ug/m3,Daily average
September,2013,10,PM2.5,Redwood City,14,ug/m3,Daily average
September,2013,11,PM2.5,Redwood City,21,ug/m3,Daily average
September,2013,12,PM2.5,Redwood City,12,ug/m3,Daily average
September,2013,13,PM2.5,Redwood City,13,ug/m3,Daily average
September,2013,14,PM2.5,Redwood City,13,ug/m3,Daily average
September,2013,15,PM2.5,Redwood City,21,ug/m3,Daily average
