Year,Month,Day,Pollutant,Station,Concentration,Units,AveragingPeriod
March,2014,8,PM2.5,San Rafael,29,ug/m3,Daily average
March,2014,9,PM2.5,San Rafael,23,ug/m3,Daily average
March,2014,10,PM2.5,San Rafael,22,ug/m3,Daily average
March,2014,11,PM2.5,San Rafael,17,ug/m3,Daily average
March,2014,12,PM2.5,San Rafael,17,ug/m3,Daily average
March,2014,13,PM2.5,San Rafael,17,ug/m3,Daily average
March,2014,14,PM2.5,San Rafael,32,ug/m3,Daily average
March,2014,15,PM2.5,San Rafael,24,ug/m3,Daily average
March,2014,16,PM2.5,San Rafael,28,ug/m3,Daily average
March,2014,17,PM2.5,San Rafael,20,ug/m3,Daily average
March,2014,18,PM2.5,San Rafael,11,ug/m3,Daily average
March,2014,19,PM2.5,San Rafael,23,ug/m3,Daily average
March,2014,20,PM2.5,San Rafael,19,ug/m3,Daily average
March,2014,21,PM2.5,San Rafael,28,ug/m3,Daily average
March,2014,22,PM2.5,San Rafael,23,ug/m3,Daily average
March,2014,23,PM2.5,San Rafael,31,ug/m3,Daily average
March,2014,24,PM2.5,San Rafael,27,ug/m3,Daily average
March,2014,25,PM2.5,San Rafael,14,ug/m3,Daily average
March,2014,26,PM2.5,San Rafael,13,ug/m3,Daily average
March,2014,27,PM2.5,San Rafael,23,ug/m3,Daily average
March,2014,28,PM2.5,San Rafael,20,ug/m3,Daily average
March,2014,29,PM2.5,San Rafael,18,ug/m3,Daily average
March,2014,30,PM2.5,San Rafael,13,ug/m3,Daily average
March,2014,31,PM2.5,San Rafael,17,ug/m3,Daily average
April,2014,1,PM2.5,San Rafael,17,ug/m3,Daily average
April,2014,2,PM2.5,San Rafael,16,ug/m3,Daily average
April,2014,3,PM2.5,San Rafael,17,ug/m3,Daily average
April,2014,4,PM2.5,San Rafael,18,ug/m3,Daily average
April,2014,5,PM2.5,San Rafael,20,ug/m3,Daily average
April,2014,6,PM2.5,San Rafael,23,ug/m3,Daily average
April,2014,7,PM2.5,San Rafael,19,ug/m3,Daily average
April,2014,8,PM2.5,San Rafael,26,ug/m3,Daily average
April,2014,9,PM2.5,San Rafael,15,ug/m3,Daily average
April,2014,10,PM2.5,San Rafael,17,ug/m3,Daily average
April,2014,11,PM2.5,San Rafael,19,ug/m3,Daily average
April,2014,12,PM2.5,San Rafael,19,ug/m3,Daily average
April,2014,13,PM2.5,San Rafael,24,ug/m3,Daily average
April,2014,14,PM2.5,San Rafael,17,ug/m3,Daily average
April,2014,15,PM2.5,San Rafael,26,ug/m3,Daily average
April,2014,16,PM2.5,San Rafael,26,ug/m3,Daily average
April,2014,17,PM2.5,San Rafael,22,ug/m3,Daily average
April,2014,18,PM2.5,San Rafael,18,ug/m3,Daily average
April,2014,19,PM2.5,San Rafael,21,ug/m3,Daily average
April,2014,20,PM2.5,San Rafael,49,ug/m3,Daily average
April,2014,21,PM2.5,San Rafael,26,ug/m3,Daily average
April,2014,22,PM2.5,San Rafael,23,ug/m3,Daily average
April,2014,23,PM2.5,San Rafael,23,ug/m3,Daily average
April,2014,24,PM2.5,San Rafael,24,ug/m3,Daily average
April,2014,25,PM2.5,San Rafael,22,ug/m3,Daily average
April,2014,26,PM2.5,San Rafael,16,ug/m3,Daily average
April,2014,27,PM2.5,San Rafael,21,ug/m3,Daily average
April,2014,28,PM2.5,San Rafael,30,ug/m3,Daily average
April,2014,29,PM2.5,San Rafael,28,ug/m3,Daily average
April,2014,30,PM2.5,San Rafael,21,ug/m3,Daily average
May,2014,1,PM2.5,San Rafael,29,ug/m3,Daily average
May,2014,2,PM2.5,San Rafael,22,ug/m3,Daily average
May,2014,3,PM2.5,San Rafael,27,ug/m3,Daily average
May,2014,4,PM2.5,San Rafael,27,ug/m3,Daily average
May,2014,5,PM2.5,San Rafael,23,ug/m3,Daily average
May,2014,6,PM2.5,San Rafael,29,ug/m3,Daily average
May,2014,7,PM2.5,San Rafael,25,ug/m3,Daily average
May,2014,8,PM2.5,San Rafael,15,ug/m3,Daily average
May,2014,9,PM2.5,San Rafael,28,ug/m3,Daily average
May,2014,10,PM2.5,San Rafael,22,ug/m3,Daily average
May,2014,11,PM2.5,San Rafael,27,ug/m3,Daily average
May,2014,12,PM2.5,San Rafael,22,ug/m3,Daily average
May,2014,13,PM2.5,San Rafael,21,ug/m3,Daily average
May,2014,14,PM2.5,San Rafael,25,ug/m3,Daily average
May,2014,15,PM2.5,San Rafael,25,ug/m3,Daily average
May,2014,16,PM2.5,San Rafael,24,ug/m3,Daily average
May,2014,17,PM2.5,San Rafael,19,ug/m3,Daily average
May,2014,18,PM2.5,San Rafael,17,ug/m3,Daily average
May,2014,19,PM2.5,San Rafael,11,ug/m3,Daily average
May,2014,20,PM2.5,San Rafael,14,ug/m3,Daily average
May,2014,21,PM2.5,San Rafael,25,ug/m3,Daily average
May,2014,22,PM2.5,San Rafael,22,ug/m3,Daily average
May,2014,23,PM2.5,San Rafael,23,ug/m3,Daily average
May,2014,24,PM2.5,San Rafael,23,ug/m3,Daily average
May,2014,25,PM2.5,San Rafael,23,ug/m3,Daily average
May,2014,26,PM2.5,San Rafael,20,ug/m3,Daily average
May,2014,27,PM2.5,San Rafael,24,ug/m3,Daily average
May,2014,28,PM2.5,San Rafael,18,ug/m3,Daily average
May,2014,29,PM2.5,San Rafael,19,ug/m3,Daily average
May,2014,30,PM2.5,San Rafael,31,ug/m3,Daily average
May,2014,31,PM2.5,San Rafael,16,ug/m3,Daily average
June,2014,1,PM2.5,San Rafael,18,ug/m3,Daily average
June,2014,2,PM2.5,San Rafael,9,ug/m3,Daily average
June,2014,3,PM2.5,San Rafael,13,ug/m3,Daily average
June,2014,4,PM2.5,San Rafael,16,ug/m3,Daily average
June,2014,5,PM2.5,San Rafael,23,ug/m3,Daily average
June,2014,6,PM2.5,San Rafael,19,ug/m3,Daily average
June,2014,7,PM2.5,San Rafael,23,ug/m3,Daily average
June,2014,8,PM2.5,San Rafael,26,ug/m3,Daily average
June,2014,9,PM2.5,San Rafael,22,ug/m3,Daily average
June,2014,10,PM2.5,San Rafael,13,ug/m3,Daily average
June,2014,11,PM2.5,San Rafael,13,ug/m3,Daily average
June,2014,12,PM2.5,San Rafael,27,ug/m3,Daily average
June,2014,13,PM2.5,San Rafael,18,ug/m3,Daily average
June,2014,14,PM2.5,San Rafael,21,ug/m3,Daily average
June,2014,15,PM2.5,San Rafael,23,ug/m3,Daily average
June,2014,16,PM2.5,San Rafael,20,ug/m3,Daily average
June,2014,17,PM2.5,San Rafael,17,ug/m3,Daily average
June,2014,18,PM2.5,San Rafael,25,ug/m3,Daily average
June,2014,19,PM2.5,San Rafael,25,ug/m3,Daily average
June,2014,20,PM2.5,San Rafael,21,ug/m3,Daily average
June,2014,21,PM2.5,San Rafael,37,ug/m3,Daily average
June,2014,22,PM2.5,San Rafael,23,ug/m3,Daily average
June,2014,23,PM2.5,San Rafael,22,ug/m3,Daily average
June,2014,24,PM2.5,San Rafael,19,ug/m3,Daily average
June,2014,25,PM2.5,San Rafael,18,ug/m3,Daily average
June,2014,26,PM2.5,San Rafael,13,ug/m3,Daily average
June,2014,27,PM2.5,San Rafael,26,ug/m3,Daily average
June,2014,28,PM2.5,San Rafael,14,ug/m3,Daily average
June,2014,29,PM2.5,San Rafael,17,ug/m3,Daily average
June,2014,30,PM2.5,San Rafael,24,ug/m3,Daily average
July,2014,1,PM2.5,San Rafael,11,ug/m3,Daily average
July,2014,2,PM2.5,San Rafael,16,ug/m3,Daily average
July,2014,3,PM2.5,San Rafael,20,ug/m3,Daily average
July,2014,4,PM2.5,San Rafael,19,ug/m3,Daily average
July,2014,5,PM2.5,San Rafael,18,ug/m3,Daily average
July,2014,6,PM2.5,San Rafael,14,ug/m3,Daily average
July,2014,7,PM2.5,San Rafael,9,ug/m3,Daily average
July,2014,8,PM2.5,San Rafael,15,ug/m3,Daily average
July,2014,9,PM2.5,San Rafael,11,ug/m3,Daily average
July,2014,10,PM2.5,San Rafael,11,ug/m3,Daily average
July,2014,11,PM2.5,San Rafael,13,ug/m3,Daily average
July,2014,12,PM2.5,San Rafael,18,ug/m3,Daily average
July,2014,13,PM2.5,San Rafael,17,ug/m3,Daily average
July,2014,14,PM2.5,San Rafael,19,ug/m3,Daily average
July,2014,15,PM2.5,San Rafael,18,ug/m3,Daily average
July,2014,16,PM2.5,San Rafael,19,ug/m3,Daily average
July,2014,17,PM2.5,San Rafael,10,ug/m3,Daily average
July,2014,18,PM2.5,San Rafael,16,ug/m3,Daily average
July,2014,19,PM2.5,San Rafael,13,ug/m3,Daily average
July,2014,20,PM2.5,San Rafael,17,ug/m3,Daily average
July,2014,21,PM2.5,San Rafael,8,ug/m3,Daily average
July,2014,22,PM2.5,San Rafael,17,ug/m3,Daily average
July,2014,23,PM2.5,San Rafael,15,ug/m3,Daily average
July,2014,24,PM2.5,San Rafael,17,ug/m3,Daily average
July,2014,25,PM2.5,San Rafael,23,ug/m3,Daily average
July,2014,26,PM2.5,San Rafael,22,ug/m3,Daily average
July,2014,27,PM2.5,San Rafael,23,ug/m3,Daily average
July,2014,28,PM2.5,San Rafael,18,ug/m3,Daily average
July,2014,29,PM2.5,San Rafael,14,ug/m3,Daily average
July,2014,30,PM2.5,San Rafael,19,ug/m3,Daily average
July,2014,31,PM2.5,San Rafael,19,ug/m3,Daily average
August,2014,1,PM2.5,San Rafael,16,ug/m3,Daily average
August,2014,2,PM2.5,San Rafael,16,ug/m3,Daily average
August,2014,3,PM2.5,San Rafael,18,ug/m3,Daily average
August,2014,4,PM2.5,San Rafael,29,ug/m3,Daily average
August,2014,5,PM2.5,San Rafael,15,ug/m3,Daily average
August,2014,6,PM2.5,San Rafael,23,ug/m3,Daily average
August,2014,7,PM2.5,San Rafael,21,ug/m3,Daily average
August,2014,8,PM2.5,San Rafael,32,ug/m3,Daily average
August,2014,9,PM2.5,San Rafael,28,ug/m3,Daily average
August,2014,10,PM2.5,San Rafael,18,ug/m3,Daily average
August,2014,11,PM2.5,San Rafael,24,ug/m3,Daily average
August,2014,12,PM2.5,San Rafael,20,ug/m3,Daily average
August,2014,13,PM2.5,San Rafael,13,ug/m3,Daily average
August,2014,14,PM2.5,San Rafael,16,ug/m3,Daily average
August,2014,15,PM2.5,San Rafael,22,ug/m3,Daily average
August,2014,16,PM2.5,San Rafael,25,ug/m3,Daily average
August,2014,17,PM2.5,San Rafael,17,ug/m3,Daily average
August,2014,18,PM2.5,San Rafael,14,ug/m3,Daily average
August,2014,19,PM2.5,San Rafael,13,ug/m3,Daily average
August,2014,20,PM2.5,San Rafael,12,ug/m3,Daily average
August,2014,21,PM2.5,San Rafael,26,ug/m3,Daily average
August,2014,22,PM2.5,San Rafael,23,ug/m3,Daily average
August,2014,23,PM2.5,San Rafael,23,ug/m3,Daily average
August,2014,24,PM2.5,San Rafael,18,ug/m3,Daily average
August,2014,25,PM2.5,San Rafael,23,ug/m3,Daily average
August,2014,26,PM2.5,San Rafael,19,ug/m3,Daily average
August,2014,27,PM2.5,San Rafael,21,ug/m3,Daily average
August,2014,28,PM2.5,San Rafael,20,ug/m3,Daily average
August,2014,29,PM2.5,San Rafael,22,ug/m3,Daily average
August,2014,30,PM2.5,San Rafael,23,ug/m3,Daily average
August,2014,31,PM2.5,San Rafael,20,ug/m3,Daily average
September,2014,1,PM2.5,San Rafael,24,ug/m3,Daily average
September,2014,2,PM2.5,San Rafael,20,ug/m3,Daily average
September,2014,3,PM2.5,San Rafael,22,ug/m3,Daily average
September,2014,4,PM2.5,San Rafael,21,ug/m3,Daily average
September,2014,5,PM2.5,San Rafael,36,ug/m3,Daily average
September,2014,6,PM2.5,San Rafael,37,ug/m3,Daily average
September,2014,7,PM2.5,San Rafael,27,ug/m3,Daily average
September,2014,8,PM2.5,San Rafael,23,ug/m3,Daily average
September,2014,9,PM2.5,San Rafael,17,ug/m3,Daily average
September,2014,10,PM2.5,San Rafael,32,ug/m3,Daily average
September,2014,11,PM2.5,San Rafael,22,ug/m3,Daily average
September,2014,12,PM2.5,San Rafael,21,ug/m3,Daily average
September,2014,13,PM2.5,San Rafael,16,ug/m3,Daily average
September,2014,14,PM2.5,San Rafael,19,ug/m3,Daily average
September,2014,15,PM2.5,San Rafael,22,ug/m3,Daily average
September,2014,16,PM2.5,San Rafael,19,ug/m3,Daily average
September,2014,17,PM2.5,San Rafael,14,ug/m3,Daily average
September,2014,18,PM2.5,San Rafael,26,ug/m3,Daily average
September,2014,19,PM2.5,San Rafael,13,ug/m3,Daily average
September,2014,20,PM2.5,San Rafael,,ug/m3,Daily average
September,2014,21,PM2.5,San Rafael,,ug/m3,Daily average
September,2014,22,PM2.5,San Rafael,,ug/m3,Daily average
September,2014,23,PM2.5,San Rafael,18,ug/m3,Daily average
September,2014,24,PM2.5,San Rafael,8,ug/m3,Daily average
September,2014,25,PM2.5,San Rafael,17,ug/m3,Daily average
September,2014,26,PM2.5,San Rafael,22,ug/m3,Daily average
September,2014,27,PM2.5,San Rafael,25,ug/m3,Daily average
September,2014,28,PM2.5,San Rafael,28,ug/m3,Daily average
September,2014,29,PM2.5,San Rafael,20,ug/m3,Daily average
September,2014,30,PM2.5,San Rafael,17,ug/m3,Daily average
October,2014,1,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,2,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,3,PM2.5,San Rafael,20,ug/m3,Daily average
October,2014,4,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,5,PM2.5,San Rafael,24,ug/m3,Daily average
October,2014,6,PM2.5,San Rafael,20,ug/m3,Daily average
October,2014,7,PM2.5,San Rafael,20,ug/m3,Daily average
October,2014,8,PM2.5,San Rafael,25,ug/m3,Daily average
October,2014,9,PM2.5,San Rafael,23,ug/m3,Daily average
October,2014,10,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,11,PM2.5,San Rafael,13,ug/m3,Daily average
October,2014,12,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,13,PM2.5,San Rafael,24,ug/m3,Daily average
October,2014,14,PM2.5,San Rafael,15,ug/m3,Daily average
October,2014,15,PM2.5,San Rafael,19,ug/m3,Daily average
October,2014,16,PM2.5,San Rafael,10,ug/m3,Daily average
October,2014,17,PM2.5,San Rafael,1,ug/m3,Daily average
October,2014,18,PM2.5,San Rafael,,ug/m3,Daily average
October,2014,19,PM2.5,San Rafael,,ug/m3,Daily average
October,2014,20,PM2.5,San Rafael,21,ug/m3,Daily average
October,2014,21,PM2.5,San Rafael,19,ug/m3,Daily average
October,2014,22,PM2.5,San Rafael,25,ug/m3,Daily average
October,2014,23,PM2.5,San Rafael,22,ug/m3,Daily average
October,2014,24,PM2.5,San Rafael,22,ug/m3,Daily average
October,2014,25,PM2.5,San Rafael,16,ug/m3,Daily average
October,2014,26,PM2.5,San Rafael,26,ug/m3,Daily average
October,2014,27,PM2.5,San Rafael,17,ug/m3,Daily average
October,2014,28,PM2.5,San Rafael,18,ug/m3,Daily average
October,2014,29,PM2.5,San Rafael,19,ug/m3,Daily average
October,2014,30,PM2.5,San Rafael,29,ug/m3,Daily average
October,2014,31,PM2.5,San Rafael,14,ug/m3,Daily average
November,2014,1,PM2.5,San Rafael,22,ug/m3,Daily average
November,2014,2,PM2.5,San Rafael,16,ug/m3,Daily average
November,2014,3,PM2.5,San Rafael,11,ug/m3,Daily average
November,2014,4,PM2.5,San Rafael,24,ug/m3,Daily average
November,2014,5,PM2.5,San Rafael,17,ug/m3,Daily average
November,2014,6,PM2.5,San Rafael,40,ug/m3,Daily average
November,2014,7,PM2.5,San Rafael,23,ug/m3,Daily average
November,2014,8,PM2.5,San Rafael,23,ug/m3,Daily average
November,2014,9,PM2.5,San Rafael,21,ug/m3,Daily average
November,2014,10,PM2.5,San Rafael,22,ug/m3,Daily average
November,2014,11,PM2.5,San Rafael,22,ug/m3,Daily average
November,2014,12,PM2.5,San Rafael,17,ug/m3,Daily average
November,2014,13,PM2.5,San Rafael,12,ug/m3,Daily average
November,2014,14,PM2.5,San Rafael,20,ug/m3,Daily average
November,2014,15,PM2.5,San Rafael,17,ug/m3,Daily average
November,2014,16,PM2.5,San Rafael,18,ug/m3,Daily average
November,2014,17,PM2.5,San Rafael,20,ug/m3,Daily average
November,2014,18,PM2.5,San Rafael,23,ug/m3,Daily average
November,2014,19,PM2.5,San Rafael,21,ug/m3,Daily average
November,2014,20,PM2.5,San Rafael,19,ug/m3,Daily average
November,2014,21,PM2.5,San Rafael,19,ug/m3,Daily average
November,2014,22,PM2.5,San Rafael,25,ug/m3,Daily average
November,2014,23,PM2.5,San Rafael,20,ug/m3,Daily average
November,2014,24,PM2.5,San Rafael,27,ug/m3,Daily average
November,2014,25,PM2.5,San Rafael,20,ug/m3,Daily average
November,2014,26,PM2.5,San Rafael,30,ug/m3,Daily average
November,2014,27,PM2.5,San Rafael,38,ug/m3,Daily average
November,2014,28,PM2.5,San Rafael,32,ug/m3,Daily average
November,2014,29,PM2.5,San Rafael,26,ug/m3,Daily average
November,2014,30,PM2.5,San Rafael,24,ug/m3,Daily average
December,2014,1,PM2.5,San Rafael,29,ug/m3,Daily average
December,2014,2,PM2.5,San Rafael,11,ug/m3,Daily average
December,2014,3,PM2.5,San Rafael,13,ug/m3,Daily average
December,2014,4,PM2.5,San Rafael,17,ug/m3,Daily average
December,2014,5,PM2.5,San Rafael,17,ug/m3,Daily average
December,2014,6,PM2.5,San Rafael,17,ug/m3,Daily average
December,2014,7,PM2.5,San Rafael,22,ug/m3,Daily average
December,2014,8,PM2.5,San Rafael,27,ug/m3,Daily average
December,2014,9,PM2.5,San Rafael,40,ug/m3,Daily average
December,2014,10,PM2.5,San Rafael,38,ug/m3,Daily average
December,2014,11,PM2.5,San Rafael,12,ug/m3,Daily average
December,2014,12,PM2.5,San Rafael,20,ug/m3,Daily average
December,2014,13,PM2.5,San Rafael,25,ug/m3,Daily average
December,2014,14,PM2.5,San Rafael,24,ug/m3,Daily average
December,2014,15,PM2.5,San Rafael,21,ug/m3,Daily average
December,2014,16,PM2.5,San Rafael,17,ug/m3,Daily average
December,2014,17,PM2.5,San Rafael,18,ug/m3,Daily average
December,2014,18,PM2.5,San Rafael,32,ug/m3,Daily average
December,2014,19,PM2.5,San Rafael,27,ug/m3,Daily average
December,2014,20,PM2.5,San Rafael,33,ug/m3,Daily average
December,2014,21,PM2.5,San Rafael,18,ug/m3,Daily average
December,2014,22,PM2.5,San Rafael,14,ug/m3,Daily average
December,2014,23,PM2.5,San Rafael,17,ug/m3,Daily average
December,2014,24,PM2.5,San Rafael,25,ug/m3,Daily average
December,2014,25,PM2.5,San Rafael,21,ug/m3,Daily average
December,2014,26,PM2.5,San Rafael,27,ug/m3,Daily average
December,2014,27,PM2.5,San Rafael,31,ug/m3,Daily average
December,2014,28,PM2.5,San Rafael,26,ug/m3,Daily average
December,2014,29,PM2.5,San Rafael,18,ug/m3,Daily average
December,2014,30,PM2.5,San Rafael,9,ug/m3,Daily average
December,2014,31,PM2.5,San Rafael,52,ug/m3,Daily average
January,2015,1,PM2.5,San Rafael,55,ug/m3,Daily average
January,2015,2,PM2.5,San Rafael,34,ug/m3,Daily average
January,2015,3,PM2.5,San Rafael,44,ug/m3,Daily average
January,2015,4,PM2.5,San Rafael,39,ug/m3,Daily average
January,2015,5,PM2.5,San Rafael,39,ug/m3,Daily average
January,2015,6,PM2.5,San Rafael,47,ug/m3,Daily average
January,2015,7,PM2.5,San Rafael,29,ug/m3,Daily average
January,2015,8,PM2.5,San Rafael,65,ug/m3,Daily average
January,2015,9,PM2.5,San Rafael,37,ug/m3,Daily average
January,2015,10,PM2.5,San Rafael,31,ug/m3,Daily average
January,2015,11,PM2.5,San Rafael,25,ug/m3,Daily average
January,2015,12,PM2.5,San Rafael,17,ug/m3,Daily average
January,2015,13,PM2.5,San Rafael,21,ug/m3,Daily average
January,2015,14,PM2.5,San Rafael,55,ug/m3,Daily average
January,2015,15,PM2.5,San Rafael,50,ug/m3,Daily average
January,2015,16,PM2.5,San Rafael,51,ug/m3,Daily average
January,2015,17,PM2.5,San Rafael,32,ug/m3,Daily average
January,2015,18,PM2.5,San Rafael,37,ug/m3,Daily average
January,2015,19,PM2.5,San Rafael,24,ug/m3,Daily average
January,2015,20,PM2.5,San Rafael,25,ug/m3,Daily average
January,2015,21,PM2.5,San Rafael,30,ug/m3,Daily average
January,2015,22,PM2.5,San Rafael,37,ug/m3,Daily average
January,2015,23,PM2.5,San Rafael,35,ug/m3,Daily average
January,2015,24,PM2.5,San Rafael,37,ug/m3,Daily average
January,2015,25,PM2.5,San Rafael,41,ug/m3,Daily average
January,2015,26,PM2.5,San Rafael,42,ug/m3,Daily average
January,2015,27,PM2.5,San Rafael,19,ug/m3,Daily average
January,2015,28,PM2.5,San Rafael,32,ug/m3,Daily average
January,2015,29,PM2.5,San Rafael,31,ug/m3,Daily average
January,2015,30,PM2.5,San Rafael,28,ug/m3,Daily average
January,2015,31,PM2.5,San Rafael,27,ug/m3,Daily average
February,2015,1,PM2.5,San Rafael,38,ug/m3,Daily average
February,2015,2,PM2.5,San Rafael,44,ug/m3,Daily average
February,2015,3,PM2.5,San Rafael,27,ug/m3,Daily average
February,2015,4,PM2.5,San Rafael,88,ug/m3,Daily average
February,2015,5,PM2.5,San Rafael,20,ug/m3,Daily average
February,2015,6,PM2.5,San Rafael,19,ug/m3,Daily average
February,2015,7,PM2.5,San Rafael,25,ug/m3,Daily average
February,2015,8,PM2.5,San Rafael,16,ug/m3,Daily average
February,2015,9,PM2.5,San Rafael,25,ug/m3,Daily average
February,2015,10,PM2.5,San Rafael,17,ug/m3,Daily average
February,2015,11,PM2.5,San Rafael,20,ug/m3,Daily average
February,2015,12,PM2.5,San Rafael,23,ug/m3,Daily average
February,2015,13,PM2.5,San Rafael,20,ug/m3,Daily average
February,2015,14,PM2.5,San Rafael,23,ug/m3,Daily average
February,2015,15,PM2.5,San Rafael,21,ug/m3,Daily average
February,2015,16,PM2.5,San Rafael,30,ug/m3,Daily average
February,2015,17,PM2.5,San Rafael,21,ug/m3,Daily average
February,2015,18,PM2.5,San Rafael,24,ug/m3,Daily average
February,2015,19,PM2.5,San Rafael,35,ug/m3,Daily average
February,2015,20,PM2.5,San Rafael,26,ug/m3,Daily average
February,2015,21,PM2.5,San Rafael,26,ug/m3,Daily average
February,2015,22,PM2.5,San Rafael,14,ug/m3,Daily average
February,2015,23,PM2.5,San Rafael,17,ug/m3,Daily average
February,2015,24,PM2.5,San Rafael,21,ug/m3,Daily average
February,2015,25,PM2.5,San Rafael,20,ug/m3,Daily average
February,2015,26,PM2.5,San Rafael,28,ug/m3,Daily average
February,2015,27,PM2.5,San Rafael,14,ug/m3,Daily average
February,2015,28,PM2.5,San Rafael,11,ug/m3,Daily average
March,2015,1,PM2.5,San Rafael,18,ug/m3,Daily average
March,2015,2,PM2.5,San Rafael,18,ug/m3,Daily average
March,2015,3,PM2.5,San Rafael,23,ug/m3,Daily average
March,2015,4,PM2.5,San Rafael,18,ug/m3,Daily average
March,2015,5,PM2.5,San Rafael,21,ug/m3,Daily average
March,2015,6,PM2.5,San Rafael,23,ug/m3,Daily average
March,2015,7,PM2.5,San Rafael,28,ug/m3,Daily average
March,2015,8,PM2.5,San Rafael,30,ug/m3,Daily average
March,2015,9,PM2.5,San Rafael,32,ug/m3,Daily average
March,2015,10,PM2.5,San Rafael,33,ug/m3,Daily average
March,2015,11,PM2.5,San Rafael,27,ug/m3,Daily average
March,2015,12,PM2.5,San Rafael,22,ug/m3,Daily average
March,2015,13,PM2.5,San Rafael,26,ug/m3,Daily average
March,2015,14,PM2.5,San Rafael,27,ug/m3,Daily average
March,2015,15,PM2.5,San Rafael,17,ug/m3,Daily average
March,2015,16,PM2.5,San Rafael,22,ug/m3,Daily average
March,2015,17,PM2.5,San Rafael,22,ug/m3,Daily average
March,2015,18,PM2.5,San Rafael,22,ug/m3,Daily average
March,2015,19,PM2.5,San Rafael,33,ug/m3,Daily average
March,2015,20,PM2.5,San Rafael,23,ug/m3,Daily average
March,2015,21,PM2.5,San Rafael,23,ug/m3,Daily average
March,2015,22,PM2.5,San Rafael,24,ug/m3,Daily average
March,2015,23,PM2.5,San Rafael,22,ug/m3,Daily average
March,2015,24,PM2.5,San Rafael,21,ug/m3,Daily average
March,2015,25,PM2.5,San Rafael,23,ug/m3,Daily average
March,2015,26,PM2.5,San Rafael,20,ug/m3,Daily average
March,2015,27,PM2.5,San Rafael,26,ug/m3,Daily average
March,2015,28,PM2.5,San Rafael,26,ug/m3,Daily average
March,2015,29,PM2.5,San Rafael,28,ug/m3,Daily average
March,2015,30,PM2.5,San Rafael,31,ug/m3,Daily average
March,2015,31,PM2.5,San Rafael,26,ug/m3,Daily average
April,2015,1,PM2.5,San Rafael,21,ug/m3,Daily average
April,2015,2,PM2.5,San Rafael,18,ug/m3,Daily average
April,2015,3,PM2.5,San Rafael,25,ug/m3,Daily average
April,2015,4,PM2.5,San Rafael,20,ug/m3,Daily average
April,2015,5,PM2.5,San Rafael,12,ug/m3,Daily average
April,2015,6,PM2.5,San Rafael,22,ug/m3,Daily average
April,2015,7,PM2.5,San Rafael,9,ug/m3,Daily average
April,2015,8,PM2.5,San Rafael,20,ug/m3,Daily average
April,2015,9,PM2.5,San Rafael,14,ug/m3,Daily average
April,2015,10,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,11,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,12,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,13,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,14,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,15,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,16,PM2.5,San Rafael,,ug/m3,Daily average
April,2015,17,PM2.5,San Rafael,13,ug/m3,Daily average
April,2015,18,PM2.5,San Rafael,16,ug/m3,Daily average
April,2015,19,PM2.5,San Rafael,8,ug/m3,Daily average
April,2015,20,PM2.5,San Rafael,14,ug/m3,Daily average
April,2015,21,PM2.5,San Rafael,11,ug/m3,Daily average
April,2015,22,PM2.5,San Rafael,17,ug/m3,Daily average
April,2015,23,PM2.5,San Rafael,21,ug/m3,Daily average
April,2015,24,PM2.5,San Rafael,13,ug/m3,Daily average
April,2015,25,PM2.5,San Rafael,18,ug/m3,Daily average
April,2015,26,PM2.5,San Rafael,8,ug/m3,Daily average
April,2015,27,PM2.5,San Rafael,11,ug/m3,Daily average
April,2015,28,PM2.5,San Rafael,16,ug/m3,Daily average
April,2015,29,PM2.5,San Rafael,19,ug/m3,Daily average
April,2015,30,PM2.5,San Rafael,20,ug/m3,Daily average
May,2015,1,PM2.5,San Rafael,16,ug/m3,Daily average
May,2015,2,PM2.5,San Rafael,15,ug/m3,Daily average
May,2015,3,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,4,PM2.5,San Rafael,16,ug/m3,Daily average
May,2015,5,PM2.5,San Rafael,13,ug/m3,Daily average
May,2015,6,PM2.5,San Rafael,19,ug/m3,Daily average
May,2015,7,PM2.5,San Rafael,13,ug/m3,Daily average
May,2015,8,PM2.5,San Rafael,24,ug/m3,Daily average
May,2015,9,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,10,PM2.5,San Rafael,17,ug/m3,Daily average
May,2015,11,PM2.5,San Rafael,12,ug/m3,Daily average
May,2015,12,PM2.5,San Rafael,16,ug/m3,Daily average
May,2015,13,PM2.5,San Rafael,10,ug/m3,Daily average
May,2015,14,PM2.5,San Rafael,8,ug/m3,Daily average
May,2015,15,PM2.5,San Rafael,11,ug/m3,Daily average
May,2015,16,PM2.5,San Rafael,10,ug/m3,Daily average
May,2015,17,PM2.5,San Rafael,16,ug/m3,Daily average
